,Weight
sti1,135
sti10,21
sti100,119
sti101,20
sti102,11
sti103,95
sti104,6
sti105,3
sti106,260
sti107,7
sti108,11
sti109,9
sti11,241
sti110,15
sti12,113
sti13,49
sti14,156
sti15,11
sti16,40
sti17,311
sti18,6
sti19,763
sti2,175
sti20,21
sti21,141
sti22,7
sti23,133
sti24,20
sti25,32
sti26,241
sti27,2
sti28,10
sti29,207
sti3,3
sti30,72
sti31,69
sti32,12
sti33,11
sti34,143
sti35,4
sti36,249
sti37,185
sti38,12
sti39,2
sti4,291
sti40,27
sti41,13
sti42,449
sti43,21
sti44,40
sti45,48
sti46,18
sti47,15
sti48,2
sti49,7
sti5,3
sti50,33
sti51,24
sti52,12
sti53,12
sti54,24
sti55,63
sti56,6
sti57,1
sti58,214
sti59,71
sti6,86
sti60,9
sti61,41
sti62,84
sti63,4
sti64,144
sti65,5
sti66,121
sti67,13
sti68,33
sti69,14
sti7,22
sti70,30
sti71,305
sti72,275
sti73,86
sti74,31
sti75,103
sti76,5
sti77,85
sti78,7
sti79,173
sti8,6
sti80,246
sti81,43
sti82,158
sti83,6
sti84,35
sti85,108
sti86,37
sti87,11
sti88,59
sti89,96
sti9,71
sti90,19
sti91,64
sti92,96
sti93,14
sti94,181
sti95,31
sti96,75
sti97,20
sti98,94
sti99,43
