Period,Scenario,LoadLevel,Node,SRMC
2030,sc01,01-04 08:00:00+01:00,N_101,87.32345213165036
2030,sc01,01-04 08:00:00+01:00,N_115,50.015763144178685
2030,sc01,01-04 08:00:00+01:00,N_102,86.00471342445985
2030,sc01,01-04 08:00:00+01:00,N_116,29.14682109518736
2030,sc01,01-04 08:00:00+01:00,N_122,1.0133462532386988
2030,sc01,01-04 08:00:00+01:00,N_119,34.86535681679708
2030,sc01,01-04 08:00:00+01:00,N_121,3.2846605452479185
2030,sc01,01-04 08:00:00+01:00,N_113,58.96547989193115
2030,sc01,01-04 08:00:00+01:00,N_108,74.3591196145395
2030,sc01,01-04 08:00:00+01:00,N_104,82.19615916542763
2030,sc01,01-04 08:00:00+01:00,N_105,78.67580176972535
2030,sc01,01-04 08:00:00+01:00,N_110,69.63926298915759
2030,sc01,01-04 08:00:00+01:00,N_107,30.90458866559554
2030,sc01,01-04 08:00:00+01:00,N_118,11.807291432496926
2030,sc01,01-04 08:00:00+01:00,N_111,58.92096339638374
2030,sc01,01-04 08:00:00+01:00,N_106,73.5604897271211
2030,sc01,01-04 08:00:00+01:00,N_120,44.66856091098518
2030,sc01,01-04 08:00:00+01:00,N_124,180.69939679104877
2030,sc01,01-04 08:00:00+01:00,N_123,50.015763144178685
2030,sc01,01-04 08:00:00+01:00,N_114,43.49891695041089
2030,sc01,01-04 08:00:00+01:00,N_112,63.93492722208022
2030,sc01,01-04 08:00:00+01:00,N_117,19.704710015275925
2030,sc01,01-04 08:00:00+01:00,N_109,79.0789762399214
2030,sc01,01-04 08:00:00+01:00,N_103,128.97469956981868
2030,sc01,01-04 09:00:00+01:00,N_101,64.56830553056054
2030,sc01,01-04 09:00:00+01:00,N_115,50.015763144178685
2030,sc01,01-04 09:00:00+01:00,N_102,63.72586775783679
2030,sc01,01-04 09:00:00+01:00,N_116,27.403861044554827
2030,sc01,01-04 09:00:00+01:00,N_122,1.0133462532386988
2030,sc01,01-04 09:00:00+01:00,N_119,31.056980855390915
2030,sc01,01-04 09:00:00+01:00,N_121,3.2846605452479185
2030,sc01,01-04 09:00:00+01:00,N_113,46.45264179647147
2030,sc01,01-04 09:00:00+01:00,N_108,56.28641970206862
2030,sc01,01-04 09:00:00+01:00,N_104,61.29288391518303
2030,sc01,01-04 09:00:00+01:00,N_105,59.044006235733434
2030,sc01,01-04 09:00:00+01:00,N_110,53.27127691344666
2030,sc01,01-04 09:00:00+01:00,N_107,30.90458866559554
2030,sc01,01-04 09:00:00+01:00,N_118,11.230423156704287
2030,sc01,01-04 09:00:00+01:00,N_111,46.42420373125504
2030,sc01,01-04 09:00:00+01:00,N_106,55.776238284082716
2030,sc01,01-04 09:00:00+01:00,N_120,37.319471959681366
2030,sc01,01-04 09:00:00+01:00,N_124,124.21880522084888
2030,sc01,01-04 09:00:00+01:00,N_123,40.73537619838524
2030,sc01,01-04 09:00:00+01:00,N_114,36.57227901868913
2030,sc01,01-04 09:00:00+01:00,N_112,49.62722832953648
2030,sc01,01-04 09:00:00+01:00,N_117,18.593291985853043
2030,sc01,01-04 09:00:00+01:00,N_109,59.30156249069058
2030,sc01,01-04 09:00:00+01:00,N_103,91.17599053415759
2030,sc01,01-07 09:00:00+01:00,N_101,68.4949778857878
2030,sc01,01-07 09:00:00+01:00,N_115,50.015763144178685
2030,sc01,01-07 09:00:00+01:00,N_102,67.84178128155887
2030,sc01,01-07 09:00:00+01:00,N_116,39.678975419722995
2030,sc01,01-07 09:00:00+01:00,N_122,29.819578209793537
2030,sc01,01-07 09:00:00+01:00,N_119,42.51147597055249
2030,sc01,01-07 09:00:00+01:00,N_121,26.48267321803988
2030,sc01,01-07 09:00:00+01:00,N_113,54.44872970272999
2030,sc01,01-07 09:00:00+01:00,N_108,62.07349504760483
2030,sc01,01-07 09:00:00+01:00,N_104,65.95533122480623
2030,sc01,01-07 09:00:00+01:00,N_105,64.21163060844695
2030,sc01,01-07 09:00:00+01:00,N_110,59.735659429876584
2030,sc01,01-07 09:00:00+01:00,N_107,30.90458866559554
2030,sc01,01-07 09:00:00+01:00,N_118,30.90458866559554
2030,sc01,01-07 09:00:00+01:00,N_111,54.42667982767497
2030,sc01,01-07 09:00:00+01:00,N_106,61.67791832899254
2030,sc01,01-07 09:00:00+01:00,N_120,47.3671912005459
2030,sc01,01-07 09:00:00+01:00,N_124,114.74587629016462
2030,sc01,01-07 09:00:00+01:00,N_123,50.015763144178685
2030,sc01,01-07 09:00:00+01:00,N_114,46.78784408724879
2030,sc01,01-07 09:00:00+01:00,N_112,56.91019238919594
2030,sc01,01-07 09:00:00+01:00,N_117,35.00211649344634
2030,sc01,01-07 09:00:00+01:00,N_109,64.41133066533307
2030,sc01,01-07 09:00:00+01:00,N_103,89.12564053348707
2030,sc01,01-08 12:00:00+01:00,N_101,63.72586775783678
2030,sc01,01-08 12:00:00+01:00,N_115,50.015763144178685
2030,sc01,01-08 12:00:00+01:00,N_102,62.901063529972696
2030,sc01,01-08 12:00:00+01:00,N_116,27.33933342762746
2030,sc01,01-08 12:00:00+01:00,N_122,1.0133462532386988
2030,sc01,01-08 12:00:00+01:00,N_119,30.915987706945643
2030,sc01,01-08 12:00:00+01:00,N_121,3.284660545247918
2030,sc01,01-08 12:00:00+01:00,N_113,45.98939329975175
2030,sc01,01-08 12:00:00+01:00,N_108,55.61733479884776
2030,sc01,01-08 12:00:00+01:00,N_104,60.51900585791735
2030,sc01,01-08 12:00:00+01:00,N_105,58.31720071810023
2030,sc01,01-08 12:00:00+01:00,N_110,52.665303681310455
2030,sc01,01-08 12:00:00+01:00,N_107,30.904588665595536
2030,sc01,01-08 12:00:00+01:00,N_118,11.209066422162728
2030,sc01,01-08 12:00:00+01:00,N_111,45.96155048787624
2030,sc01,01-08 12:00:00+01:00,N_106,55.11783227871269
2030,sc01,01-08 12:00:00+01:00,N_120,37.04739504291967
2030,sc01,01-08 12:00:00+01:00,N_124,122.1277888631587
2030,sc01,01-08 12:00:00+01:00,N_123,40.39179904436005
2030,sc01,01-08 12:00:00+01:00,N_114,36.31584202296423
2030,sc01,01-08 12:00:00+01:00,N_112,49.09753075390059
2030,sc01,01-08 12:00:00+01:00,N_117,18.55214522702587
2030,sc01,01-08 12:00:00+01:00,N_109,58.569365916385074
2030,sc01,01-08 12:00:00+01:00,N_103,89.77661215132137
2030,sc01,01-08 15:00:00+01:00,N_101,63.72586775783678
2030,sc01,01-08 15:00:00+01:00,N_115,50.015763144178685
2030,sc01,01-08 15:00:00+01:00,N_102,62.901063529972696
2030,sc01,01-08 15:00:00+01:00,N_116,27.33933342762746
2030,sc01,01-08 15:00:00+01:00,N_122,1.013346253238699
2030,sc01,01-08 15:00:00+01:00,N_119,30.915987706945636
2030,sc01,01-08 15:00:00+01:00,N_121,3.284660545247918
2030,sc01,01-08 15:00:00+01:00,N_113,45.989393299751775
2030,sc01,01-08 15:00:00+01:00,N_108,55.61733479884778
2030,sc01,01-08 15:00:00+01:00,N_104,60.51900585791735
2030,sc01,01-08 15:00:00+01:00,N_105,58.317200718100246
2030,sc01,01-08 15:00:00+01:00,N_110,52.66530368131049
2030,sc01,01-08 15:00:00+01:00,N_107,30.90458866559554
2030,sc01,01-08 15:00:00+01:00,N_118,11.209066422162728
2030,sc01,01-08 15:00:00+01:00,N_111,45.96155048787627
2030,sc01,01-08 15:00:00+01:00,N_106,55.11783227871272
2030,sc01,01-08 15:00:00+01:00,N_120,37.04739504291965
2030,sc01,01-08 15:00:00+01:00,N_124,122.12778886315859
2030,sc01,01-08 15:00:00+01:00,N_123,40.39179904436002
2030,sc01,01-08 15:00:00+01:00,N_114,36.31584202296425
2030,sc01,01-08 15:00:00+01:00,N_112,49.097530753900664
2030,sc01,01-08 15:00:00+01:00,N_117,18.552145227025868
2030,sc01,01-08 15:00:00+01:00,N_109,58.56936591638508
2030,sc01,01-08 15:00:00+01:00,N_103,89.77661215132132
2030,sc01,01-10 16:00:00+01:00,N_101,63.72586775783679
2030,sc01,01-10 16:00:00+01:00,N_115,50.015763144178685
2030,sc01,01-10 16:00:00+01:00,N_102,63.24124793483639
2030,sc01,01-10 16:00:00+01:00,N_116,42.346690456129856
2030,sc01,01-10 16:00:00+01:00,N_122,35.03180348361282
2030,sc01,01-10 16:00:00+01:00,N_119,44.44818012509697
2030,sc01,01-10 16:00:00+01:00,N_121,32.55608591863599
2030,sc01,01-10 16:00:00+01:00,N_113,53.30467103969316
2030,sc01,01-10 16:00:00+01:00,N_108,58.96163926017972
2030,sc01,01-10 16:00:00+01:00,N_104,61.84165233577211
2030,sc01,01-10 16:00:00+01:00,N_105,60.547965444880774
2030,sc01,01-10 16:00:00+01:00,N_110,57.22715154862022
2030,sc01,01-10 16:00:00+01:00,N_107,30.90458866559554
2030,sc01,01-10 16:00:00+01:00,N_118,35.83679477052412
2030,sc01,01-10 16:00:00+01:00,N_111,53.28831178969532
2030,sc01,01-10 16:00:00+01:00,N_106,58.66815286096113
