,Weight
sti1,31
sti10,76
sti100,29
sti101,44
sti102,24
sti103,43
sti104,42
sti105,38
sti106,36
sti107,27
sti108,52
sti109,41
sti11,46
sti110,33
sti111,34
sti112,17
sti113,29
sti114,47
sti115,14
sti116,50
sti117,22
sti118,28
sti119,37
sti12,49
sti120,19
sti121,36
sti122,23
sti123,14
sti124,46
sti125,41
sti126,50
sti127,36
sti128,27
sti129,35
sti13,59
sti130,26
sti131,7
sti132,26
sti133,40
sti134,22
sti135,46
sti136,14
sti137,60
sti138,35
sti139,34
sti14,31
sti140,18
sti141,40
sti142,64
sti143,30
sti144,15
sti145,31
sti146,26
sti147,23
sti148,30
sti149,16
sti15,42
sti150,38
sti151,31
sti152,40
sti153,36
sti154,54
sti155,15
sti156,52
sti157,45
sti158,15
sti159,14
sti16,36
sti160,25
sti161,51
sti162,34
sti163,34
sti164,25
sti165,56
sti166,56
sti167,44
sti168,14
sti169,40
sti17,65
sti170,27
sti171,22
sti172,43
sti173,32
sti174,35
sti175,35
sti176,40
sti177,22
sti178,33
sti179,27
sti18,25
sti180,36
sti181,37
sti182,37
sti183,31
sti184,33
sti185,25
sti186,25
sti187,35
sti188,33
sti189,38
sti19,38
sti190,15
sti191,16
sti192,14
sti193,43
sti194,47
sti195,26
sti196,37
sti197,44
sti198,26
sti199,37
sti2,48
sti20,97
sti200,31
sti201,23
sti202,38
sti203,30
sti204,44
sti205,32
sti206,27
sti207,14
sti208,34
sti209,17
sti21,23
sti210,25
sti211,14
sti212,28
sti213,23
sti214,40
sti215,23
sti216,27
sti22,37
sti23,36
sti24,66
sti25,33
sti26,44
sti27,35
sti28,39
sti29,50
sti3,56
sti30,41
sti31,36
sti32,60
sti33,48
sti34,29
sti35,63
sti36,47
sti37,56
sti38,28
sti39,40
sti4,31
sti40,27
sti41,45
sti42,52
sti43,7
sti44,30
sti45,40
sti46,45
sti47,41
sti48,27
sti49,16
sti5,60
sti50,22
sti51,58
sti52,44
sti53,38
sti54,77
sti55,57
sti56,31
sti57,31
sti58,49
sti59,58
sti6,30
sti60,38
sti61,22
sti62,46
sti63,44
sti64,29
sti65,35
sti66,31
sti67,52
sti68,35
sti69,30
sti7,28
sti70,40
sti71,46
sti72,28
sti73,65
sti74,52
sti75,61
sti76,19
sti77,35
sti78,22
sti79,26
sti8,25
sti80,18
sti81,13
sti82,31
sti83,29
sti84,46
sti85,40
sti86,34
sti87,67
sti88,38
sti89,46
sti9,30
sti90,51
sti91,72
sti92,76
sti93,64
sti94,62
sti95,41
sti96,16
sti97,19
sti98,39
sti99,38
stn1,31
stn10,45
stn11,47
stn12,45
stn13,24
stn14,65
stn15,19
stn16,12
stn17,38
stn18,48
stn19,21
stn2,50
stn20,18
stn21,32
stn22,19
stn3,54
stn4,35
stn5,25
stn6,36
stn7,34
stn8,61
stn9,11
stp1,39
stp2,36
stp3,29
