Period,Scenario,LoadLevel,Node,SRMC
2030,sc01,01-01 11:00:00+01:00,N_118,1.013346253238699
2030,sc01,01-01 11:00:00+01:00,N_113,1.0133462532387008
2030,sc01,01-01 11:00:00+01:00,N_119,1.0133462532386992
2030,sc01,01-01 11:00:00+01:00,N_120,1.0133462532387012
2030,sc01,01-01 11:00:00+01:00,N_102,1.0133462532387048
2030,sc01,01-01 11:00:00+01:00,N_114,1.0133462532387008
2030,sc01,01-01 11:00:00+01:00,N_108,1.0133462532387012
2030,sc01,01-01 11:00:00+01:00,N_112,1.0133462532387012
2030,sc01,01-01 11:00:00+01:00,N_116,1.0133462532386992
2030,sc01,01-01 11:00:00+01:00,N_101,1.0133462532387054
2030,sc01,01-01 11:00:00+01:00,N_110,1.013346253238702
2030,sc01,01-01 11:00:00+01:00,N_109,1.0133462532387012
2030,sc01,01-01 11:00:00+01:00,N_104,1.0133462532387048
2030,sc01,01-01 11:00:00+01:00,N_105,1.013346253238702
2030,sc01,01-01 11:00:00+01:00,N_111,1.0133462532387008
2030,sc01,01-01 11:00:00+01:00,N_123,1.0133462532387012
2030,sc01,01-01 11:00:00+01:00,N_122,1.0133462532386988
2030,sc01,01-01 11:00:00+01:00,N_106,1.013346253238702
2030,sc01,01-01 11:00:00+01:00,N_121,1.0133462532386988
2030,sc01,01-01 11:00:00+01:00,N_115,1.0133462532387016
2030,sc01,01-01 11:00:00+01:00,N_103,1.0133462532387016
2030,sc01,01-01 11:00:00+01:00,N_124,1.0133462532387016
2030,sc01,01-01 11:00:00+01:00,N_107,1.0133462532387012
2030,sc01,01-01 11:00:00+01:00,N_117,1.013346253238699
2030,sc01,01-02 18:00:00+01:00,N_118,3.2839850006539026
2030,sc01,01-02 18:00:00+01:00,N_113,3.2507626393571316
2030,sc01,01-02 18:00:00+01:00,N_119,3.276385938696884
2030,sc01,01-02 18:00:00+01:00,N_120,3.2659631523811887
2030,sc01,01-02 18:00:00+01:00,N_102,0.6755641688257992
2030,sc01,01-02 18:00:00+01:00,N_114,3.2672067201932435
2030,sc01,01-02 18:00:00+01:00,N_108,16.240801418605287
2030,sc01,01-02 18:00:00+01:00,N_112,3.245479112957848
2030,sc01,01-02 18:00:00+01:00,N_116,3.28246589738104
2030,sc01,01-02 18:00:00+01:00,N_101,0.8965004101005853
2030,sc01,01-02 18:00:00+01:00,N_110,1.6107959047770826
2030,sc01,01-02 18:00:00+01:00,N_109,4.857996276491097
2030,sc01,01-02 18:00:00+01:00,N_104,2.975538769699033
2030,sc01,01-02 18:00:00+01:00,N_105,1.245794213920979
