,Weight
sti1,87
sti10,3
sti100,77
sti101,131
sti102,1
sti103,1
sti104,1
sti105,4
sti106,59
sti107,176
sti108,1
sti109,2
sti11,4
sti110,53
sti111,1
sti112,3
sti113,103
sti114,2
sti115,142
sti116,3
sti117,129
sti118,77
sti119,1
sti12,1
sti120,119
sti121,1
sti122,1
sti123,1
sti124,2
sti125,3
sti126,191
sti127,148
sti128,256
sti129,3
sti13,164
sti130,1
sti131,99
sti132,62
sti133,78
sti134,2
sti135,3
sti136,29
sti137,5
sti138,171
sti139,1
sti14,5
sti140,1
sti141,1
sti142,1
sti143,2
sti144,1
sti145,2
sti146,1
sti147,2
sti148,1
sti149,131
sti15,1
sti150,2
sti151,2
sti152,2
sti153,1
sti154,142
sti155,1
sti156,103
sti157,1
sti158,1
sti159,1
sti16,1
sti160,58
sti161,25
sti162,1
sti163,3
sti164,1
sti165,1
sti166,95
sti167,1
sti168,1
sti169,2
sti17,205
sti170,114
sti171,107
sti172,55
sti173,52
sti174,104
sti175,98
sti176,94
sti177,2
sti178,50
sti179,101
sti18,1
sti180,111
sti181,38
sti182,2
sti183,23
sti184,69
sti185,44
sti186,22
sti187,1
sti188,2
sti189,2
sti19,1
sti190,60
sti191,1
sti192,1
sti193,79
sti194,17
sti195,2
sti196,1
sti197,141
sti198,3
sti199,1
sti2,1
sti20,142
sti200,1
sti21,1
sti22,1
sti23,94
sti24,257
sti25,3
sti26,1
sti27,1
sti28,1
sti29,3
sti3,129
sti30,1
sti31,140
sti32,1
sti33,126
sti34,96
sti35,1
sti36,42
sti37,1
sti38,2
sti39,96
sti4,4
sti40,7
sti41,6
sti42,5
sti43,1
sti44,1
sti45,1
sti46,3
sti47,94
sti48,3
sti49,214
sti5,176
sti50,1
sti51,78
sti52,266
sti53,1
sti54,1
sti55,1
sti56,2
sti57,226
sti58,1
sti59,1
sti6,4
sti60,2
sti61,2
sti62,2
sti63,134
sti64,92
sti65,1
sti66,1
sti67,1
sti68,1
sti69,5
sti7,2
sti70,73
sti71,168
sti72,2
sti73,99
sti74,1
sti75,1
sti76,1
sti77,139
sti78,156
sti79,1
sti8,1
sti80,5
sti81,97
sti82,2
sti83,2
sti84,2
sti85,1
sti86,5
sti87,1
sti88,1
sti89,1
sti9,127
sti90,48
sti91,1
sti92,1
sti93,2
sti94,290
sti95,102
sti96,1
sti97,176
sti98,1
sti99,147
