,Weight
sti1,13
sti10,29
sti100,21
sti101,22
sti102,15
sti103,45
sti104,16
sti105,21
sti106,29
sti107,26
sti108,27
sti109,25
sti11,32
sti110,22
sti111,15
sti112,8
sti113,14
sti114,28
sti115,20
sti116,18
sti117,19
sti118,27
sti119,33
sti12,24
sti120,25
sti121,39
sti122,17
sti123,22
sti124,42
sti125,11
sti126,16
sti127,30
sti128,21
sti129,17
sti13,14
sti130,24
sti131,41
sti132,18
sti133,25
sti134,28
sti135,14
sti136,38
sti137,55
sti138,31
sti139,38
sti14,34
sti140,16
sti141,54
sti142,13
sti143,27
sti144,20
sti145,26
sti146,11
sti147,20
sti148,23
sti149,17
sti15,42
sti150,18
sti151,16
sti152,27
sti153,21
sti154,32
sti155,33
sti156,30
sti157,23
sti158,16
sti159,25
sti16,35
sti160,25
sti161,22
sti162,41
sti163,16
sti164,10
sti165,22
sti166,34
sti167,31
sti168,24
sti169,28
sti17,36
sti170,30
sti171,23
sti172,7
sti173,20
sti174,10
sti175,26
sti176,11
sti177,10
sti178,17
sti179,15
sti18,33
sti180,31
sti181,47
sti182,59
sti183,21
sti184,18
sti185,18
sti186,24
sti187,27
sti188,16
sti189,29
sti19,25
sti190,25
sti191,21
sti192,36
sti193,41
sti194,22
sti195,8
sti196,32
sti197,33
sti198,17
sti199,15
sti2,28
sti20,34
sti200,14
sti201,23
sti202,16
sti203,19
sti204,13
sti205,42
sti206,16
sti207,36
sti208,21
sti209,22
sti21,9
sti210,20
sti211,10
sti212,27
sti213,33
sti214,22
sti215,14
sti216,10
sti217,11
sti218,16
sti219,23
sti22,37
sti220,10
sti221,26
sti222,28
sti223,35
sti224,17
sti225,24
sti226,22
sti227,24
sti228,13
sti229,26
sti23,12
sti230,22
sti231,10
sti232,19
sti233,34
sti234,36
sti235,9
sti236,26
sti237,24
sti238,17
sti239,18
sti24,47
sti240,12
sti241,20
sti242,18
sti243,23
sti244,30
sti245,19
sti246,14
sti247,20
sti248,18
sti249,7
sti25,13
sti250,12
sti251,16
sti252,14
sti253,16
sti254,12
sti255,28
sti256,23
sti257,26
sti258,20
sti259,6
sti26,22
sti260,42
sti261,26
sti262,26
sti263,17
sti264,19
sti265,45
sti266,15
sti267,11
sti268,9
sti269,19
sti27,36
sti270,14
sti271,12
sti272,33
sti273,6
sti274,23
sti275,21
sti276,14
sti277,8
sti278,18
sti279,19
sti28,15
sti280,25
sti281,33
sti282,20
sti283,19
sti284,34
sti285,34
sti286,21
sti287,42
sti288,35
sti289,11
sti29,95
sti290,11
sti291,26
sti292,14
sti293,22
sti294,25
sti295,30
sti296,16
sti297,20
sti298,7
sti299,14
sti3,16
sti30,43
sti300,23
sti301,9
sti302,18
sti303,24
sti304,18
sti305,15
sti306,13
sti307,17
sti308,20
sti309,12
sti31,17
sti310,32
sti311,26
sti312,16
sti313,20
sti314,26
sti315,9
sti316,20
sti317,12
sti318,35
sti319,13
sti32,21
sti320,14
sti321,24
sti322,12
sti323,33
sti324,22
sti325,21
sti326,17
sti327,16
sti328,6
sti329,22
sti33,26
sti330,11
sti331,19
sti332,23
sti333,6
sti334,17
sti335,11
sti336,12
sti337,19
sti338,12
sti339,12
sti34,24
sti340,14
sti341,26
sti342,7
sti35,31
sti36,31
sti37,14
sti38,33
sti39,26
sti4,29
sti40,6
sti41,32
sti42,30
sti43,24
sti44,28
sti45,32
sti46,20
sti47,40
sti48,10
sti49,18
sti5,16
sti50,28
sti51,27
sti52,22
sti53,19
sti54,21
sti55,30
sti56,25
sti57,31
sti58,17
sti59,36
sti6,29
sti60,55
sti61,53
sti62,28
sti63,17
sti64,20
sti65,13
sti66,23
sti67,27
sti68,20
sti69,15
sti7,42
sti70,21
sti71,7
sti72,23
sti73,32
sti74,19
sti75,37
sti76,35
sti77,33
sti78,17
sti79,25
sti8,21
sti80,30
sti81,18
sti82,28
sti83,16
sti84,26
sti85,19
sti86,32
sti87,55
sti88,12
sti89,17
sti9,33
sti90,17
sti91,21
sti92,20
sti93,22
sti94,21
sti95,33
sti96,17
sti97,6
sti98,30
sti99,44
stn1,20
stn10,30
stn11,4
stn12,44
stn13,46
stn14,36
stn15,25
stn16,20
stn17,5
stn18,26
stn19,18
stn2,44
stn20,15
stn21,16
stn22,6
stn23,20
stn24,26
stn25,4
stn26,24
stn27,33
stn28,16
stn29,8
stn3,47
stn30,16
stn31,5
stn32,31
stn33,14
stn34,10
stn4,27
stn5,27
stn6,25
stn7,34
stn8,30
stn9,18
stp1,10
stp2,2
stp3,65
stp4,15
stp5,12
