,Weight
sti1,85
sti10,61
sti100,63
sti101,40
sti102,90
sti103,33
sti104,47
sti105,63
sti106,86
sti107,10
sti108,85
sti109,78
sti11,92
sti110,71
sti111,40
sti112,63
sti113,20
sti114,114
sti115,49
sti116,25
sti117,24
sti118,55
sti119,38
sti12,53
sti120,22
sti121,66
sti122,45
sti123,62
sti124,24
sti125,53
sti126,57
sti127,109
sti128,50
sti129,20
sti13,69
sti130,43
sti131,92
sti132,58
sti133,51
sti134,65
sti135,21
sti136,63
sti137,44
sti138,54
sti139,38
sti14,65
sti140,51
sti141,53
sti142,81
sti143,7
sti144,22
sti145,47
sti146,94
sti147,77
sti148,85
sti149,57
sti15,101
sti150,42
sti16,64
sti17,46
sti18,68
sti19,39
sti2,72
sti20,69
sti21,22
sti22,38
sti23,36
sti24,69
sti25,16
sti26,78
sti27,55
sti28,72
sti29,42
sti3,116
sti30,49
sti31,50
sti32,30
sti33,60
sti34,36
sti35,69
sti36,90
sti37,47
sti38,60
sti39,64
sti4,112
sti40,66
sti41,44
sti42,23
sti43,54
sti44,33
sti45,67
sti46,62
sti47,28
sti48,91
sti49,117
sti5,59
sti50,83
sti51,64
sti52,81
sti53,51
sti54,65
sti55,82
sti56,39
sti57,45
sti58,27
sti59,78
sti6,40
sti60,75
sti61,104
sti62,42
sti63,79
sti64,134
sti65,41
sti66,31
sti67,51
sti68,41
sti69,64
sti7,46
sti70,40
sti71,46
sti72,51
sti73,80
sti74,57
sti75,29
sti76,50
sti77,78
sti78,119
sti79,70
sti8,59
sti80,95
sti81,55
sti82,60
sti83,34
sti84,23
sti85,59
sti86,43
sti87,66
sti88,61
sti89,41
sti9,57
sti90,91
sti91,24
sti92,46
sti93,94
sti94,61
sti95,45
sti96,75
sti97,62
sti98,48
sti99,68
