,Weight
sti1,142
sti10,76
sti100,42
sti101,82
sti102,44
sti103,62
sti104,73
sti105,64
sti106,40
sti107,129
sti108,74
sti109,32
sti11,73
sti110,70
sti111,55
sti112,92
sti113,60
sti114,55
sti115,71
sti116,38
sti117,77
sti118,32
sti119,35
sti12,135
sti120,58
sti13,107
sti14,73
sti15,77
sti16,66
sti17,64
sti18,75
sti19,83
sti2,16
sti20,81
sti21,70
sti22,96
sti23,90
sti24,127
sti25,78
sti26,75
sti27,50
sti28,104
sti29,40
sti3,83
sti30,64
sti31,66
sti32,36
sti33,67
sti34,79
sti35,83
sti36,67
sti37,100
sti38,105
sti39,106
sti4,107
sti40,42
sti41,114
sti42,83
sti43,48
sti44,82
sti45,68
sti46,62
sti47,91
sti48,63
sti49,45
sti5,79
sti50,86
sti51,93
sti52,71
sti53,73
sti54,49
sti55,96
sti56,57
sti57,141
sti58,83
sti59,58
sti6,83
sti60,16
sti61,101
sti62,73
sti63,77
sti64,52
sti65,187
sti66,83
sti67,47
sti68,32
sti69,53
sti7,94
sti70,63
sti71,95
sti72,71
sti73,125
sti74,92
sti75,76
sti76,65
sti77,73
sti78,69
sti79,104
sti8,26
sti80,44
sti81,39
sti82,47
sti83,88
sti84,78
sti85,13
sti86,61
sti87,92
sti88,67
sti89,63
sti9,87
sti90,61
sti91,80
sti92,49
sti93,62
sti94,70
sti95,47
sti96,72
sti97,80
sti98,105
sti99,44
