Period,Scenario,LoadLevel,MW
2030,sc01,01-01 00:00:00+01:00,160.5682026048472
2030,sc01,01-01 01:00:00+01:00,28.12114556570475
2030,sc01,01-01 02:00:00+01:00,-7.609912699990673e-12
2030,sc01,01-01 03:00:00+01:00,1.2860823517257813e-12
2030,sc01,01-01 04:00:00+01:00,-1.5134560271690134e-12
2030,sc01,01-01 05:00:00+01:00,3.197442310920451e-13
2030,sc01,01-01 06:00:00+01:00,2.842170943040401e-14
2030,sc01,01-01 07:00:00+01:00,1.2789769243681803e-13
2030,sc01,01-01 08:00:00+01:00,-1.5489831639570184e-12
2030,sc01,01-01 09:00:00+01:00,6.394884621840902e-13
2030,sc01,01-01 10:00:00+01:00,-7.958078640513122e-13
2030,sc01,01-01 11:00:00+01:00,4.973799150320701e-14
2030,sc01,01-01 12:00:00+01:00,1.7763568394002505e-12
2030,sc01,01-01 13:00:00+01:00,-1.2931877790833823e-12
2030,sc01,01-01 14:00:00+01:00,-7.034373084024992e-13
2030,sc01,01-01 15:00:00+01:00,3.623767952376511e-13
2030,sc01,01-01 16:00:00+01:00,-7.105427357601002e-13
2030,sc01,01-01 17:00:00+01:00,-3.0411229090532288e-12
2030,sc01,01-01 18:00:00+01:00,526.5372829969658
2030,sc01,01-01 19:00:00+01:00,899.2222152146901
2030,sc01,01-01 20:00:00+01:00,906.4161833163685
2030,sc01,01-01 21:00:00+01:00,810.8376246393258
2030,sc01,01-01 22:00:00+01:00,646.0864395376412
2030,sc01,01-01 23:00:00+01:00,310.88666057401804
2030,sc01,01-02 00:00:00+01:00,54.96895762148104
2030,sc01,01-02 01:00:00+01:00,-7.311484750971431e-12
2030,sc01,01-02 02:00:00+01:00,-2.1458390619955026e-12
2030,sc01,01-02 03:00:00+01:00,-1.8758328224066645e-12
2030,sc01,01-02 04:00:00+01:00,-8.526512829121202e-14
2030,sc01,01-02 05:00:00+01:00,-2.5721647034515627e-12
2030,sc01,01-02 06:00:00+01:00,15.745471298882684
2030,sc01,01-02 07:00:00+01:00,742.8502071197875
2030,sc01,01-02 08:00:00+01:00,1480.4439484809739
2030,sc01,01-02 09:00:00+01:00,651.2576672881758
2030,sc01,01-02 10:00:00+01:00,362.85507511086814
2030,sc01,01-02 11:00:00+01:00,395.50129296341277
2030,sc01,01-02 12:00:00+01:00,409.87327301358744
2030,sc01,01-02 13:00:00+01:00,397.6303540463739
2030,sc01,01-02 14:00:00+01:00,384.46919465837675
2030,sc01,01-02 15:00:00+01:00,420.3824814354788
2030,sc01,01-02 16:00:00+01:00,538.5407155222977
2030,sc01,01-02 17:00:00+01:00,1958.1162326160459
2030,sc01,01-02 18:00:00+01:00,5239.406960843392
2030,sc01,01-02 19:00:00+01:00,5496.9243384345555
2030,sc01,01-02 20:00:00+01:00,5039.394931999092
2030,sc01,01-02 21:00:00+01:00,4305.895538942571
2030,sc01,01-02 22:00:00+01:00,3473.869361260274
2030,sc01,01-02 23:00:00+01:00,2330.3469854365712
2030,sc01,01-03 00:00:00+01:00,1327.9176351055228
2030,sc01,01-03 01:00:00+01:00,799.117657811664
