Period,Scenario,LoadLevel,MW
2030,sc01,01-01 00:00:00+01:00,1.7053025658242404e-13
2030,sc01,01-01 01:00:00+01:00,-8.526512829121202e-14
2030,sc01,01-01 02:00:00+01:00,-9.379164112033322e-13
2030,sc01,01-01 03:00:00+01:00,3.410605131648481e-13
2030,sc01,01-01 04:00:00+01:00,-1.1368683772161603e-13
2030,sc01,01-01 05:00:00+01:00,2.5579538487363607e-13
2030,sc01,01-01 06:00:00+01:00,0.0
2030,sc01,01-01 07:00:00+01:00,-8.526512829121202e-14
2030,sc01,01-01 08:00:00+01:00,-3.410605131648481e-13
2030,sc01,01-01 09:00:00+01:00,32.079596102671
2030,sc01,01-01 10:00:00+01:00,4.263256414560601e-13
2030,sc01,01-01 11:00:00+01:00,-8.526512829121202e-13
2030,sc01,01-01 12:00:00+01:00,7.958078640513122e-13
2030,sc01,01-01 13:00:00+01:00,-5.400124791776761e-13
2030,sc01,01-01 14:00:00+01:00,3.126388037344441e-13
2030,sc01,01-01 15:00:00+01:00,43.33415110884651
2030,sc01,01-01 16:00:00+01:00,272.03080281153495
2030,sc01,01-01 17:00:00+01:00,-8.526512829121202e-14
2030,sc01,01-01 18:00:00+01:00,-4.263256414560601e-14
2030,sc01,01-01 19:00:00+01:00,1.5631940186722204e-13
2030,sc01,01-01 20:00:00+01:00,-6.536993168992922e-13
2030,sc01,01-01 21:00:00+01:00,-3.126388037344441e-13
2030,sc01,01-01 22:00:00+01:00,5.684341886080802e-14
2030,sc01,01-01 23:00:00+01:00,-1.8474111129762605e-13
2030,sc01,01-02 00:00:00+01:00,5.400124791776761e-13
2030,sc01,01-02 01:00:00+01:00,-1.0800249583553523e-12
2030,sc01,01-02 02:00:00+01:00,2.5579538487363607e-13
2030,sc01,01-02 03:00:00+01:00,-7.389644451905042e-13
2030,sc01,01-02 04:00:00+01:00,-2.2737367544323206e-13
2030,sc01,01-02 05:00:00+01:00,2.4158453015843406e-13
2030,sc01,01-02 06:00:00+01:00,-2.842170943040401e-14
2030,sc01,01-02 07:00:00+01:00,1.1368683772161603e-13
2030,sc01,01-02 08:00:00+01:00,765.0493032137903
2030,sc01,01-02 09:00:00+01:00,658.2615404995296
2030,sc01,01-02 10:00:00+01:00,541.6944552555045
2030,sc01,01-02 11:00:00+01:00,421.4023960394537
2030,sc01,01-02 12:00:00+01:00,350.38998729971377
2030,sc01,01-02 13:00:00+01:00,342.3941429835448
2030,sc01,01-02 14:00:00+01:00,408.4975242127824
2030,sc01,01-02 15:00:00+01:00,688.086913954
2030,sc01,01-02 16:00:00+01:00,1057.137623058
2030,sc01,01-02 17:00:00+01:00,277.102216702
2030,sc01,01-02 18:00:00+01:00,126.01303610968907
2030,sc01,01-02 19:00:00+01:00,247.66014335845875
2030,sc01,01-02 20:00:00+01:00,176.76921266999994
2030,sc01,01-02 21:00:00+01:00,58.65474965000004
2030,sc01,01-02 22:00:00+01:00,19.42635921280123
2030,sc01,01-02 23:00:00+01:00,13.567616408767186
2030,sc01,01-03 00:00:00+01:00,-3.623767952376511e-13
2030,sc01,01-03 01:00:00+01:00,6.394884621840902e-13
2030,sc01,01-03 02:00:00+01:00,-6.394884621840902e-13
2030,sc01,01-03 03:00:00+01:00,-4.263256414560601e-14
2030,sc01,01-03 04:00:00+01:00,9.237055564881302e-14
2030,sc01,01-03 05:00:00+01:00,-8.526512829121202e-14
2030,sc01,01-03 06:00:00+01:00,-7.389644451905042e-13
2030,sc01,01-03 07:00:00+01:00,-3.694822225952521e-13
2030,sc01,01-03 08:00:00+01:00,1438.344874446
2030,sc01,01-03 09:00:00+01:00,1476.424399044
2030,sc01,01-03 10:00:00+01:00,1403.862084202
2030,sc01,01-03 11:00:00+01:00,1300.442091698
