,Weight
sti1,12
sti10,17
sti100,24
sti101,12
sti102,11
sti103,9
sti104,20
sti105,15
sti106,27
sti107,52
sti108,40
sti109,35
sti11,24
sti110,13
sti111,26
sti112,11
sti113,20
sti114,28
sti115,14
sti116,24
sti117,22
sti118,27
sti119,23
sti12,19
sti120,19
sti121,27
sti122,8
sti123,21
sti124,21
sti125,12
sti126,10
sti127,17
sti128,24
sti129,18
sti13,16
sti130,33
sti131,22
sti132,9
sti133,14
sti134,13
sti135,13
sti136,30
sti137,27
sti138,12
sti139,7
sti14,24
sti140,15
sti141,20
sti142,15
sti143,7
sti144,12
sti145,29
sti146,37
sti147,32
sti148,22
sti149,36
sti15,32
sti150,35
sti151,28
sti152,11
sti153,28
sti154,23
sti155,17
sti156,11
sti157,7
sti158,35
sti159,5
sti16,33
sti160,33
sti161,20
sti162,18
sti163,30
sti164,33
sti165,13
sti166,12
sti167,26
sti168,20
sti169,22
sti17,21
sti170,26
sti171,18
sti172,42
sti173,19
sti174,26
sti175,16
sti176,22
sti177,7
sti178,35
sti179,23
sti18,12
sti180,27
sti181,20
sti182,18
sti183,14
sti184,14
sti185,13
sti186,8
sti187,19
sti188,28
sti189,23
sti19,34
sti190,19
sti191,25
sti192,29
sti193,28
sti194,32
sti195,24
sti196,15
sti197,24
sti198,13
sti199,35
sti2,17
sti20,17
sti200,18
sti201,43
sti202,27
sti203,11
sti204,36
sti205,9
sti206,29
sti207,8
sti208,13
sti209,17
sti21,35
sti210,24
sti211,23
sti212,29
sti213,19
sti214,21
sti215,14
sti216,13
sti217,25
sti218,24
sti219,44
sti22,17
sti220,34
sti221,12
sti222,17
sti223,20
sti224,16
sti225,17
sti226,28
sti227,38
sti228,33
sti229,4
sti23,10
sti230,22
sti231,22
sti232,21
sti233,11
sti234,15
sti235,12
sti236,13
sti237,31
sti238,21
sti239,19
sti24,22
sti240,28
sti241,17
sti242,16
sti243,13
sti244,23
sti245,16
sti246,24
sti247,19
sti248,16
sti249,16
sti25,27
sti250,40
sti251,27
sti252,24
sti253,10
sti254,12
sti255,27
sti256,22
sti257,23
sti258,38
sti259,15
sti26,12
sti260,12
sti261,12
sti262,23
sti263,11
sti264,9
sti265,13
sti266,12
sti267,19
sti268,14
sti269,11
sti27,37
sti270,8
sti271,20
sti272,23
sti273,13
sti274,15
sti275,14
sti276,25
sti277,13
sti278,12
sti279,21
sti28,14
sti280,31
sti281,17
sti282,10
sti283,23
sti284,22
sti285,6
sti286,29
sti287,13
sti288,8
sti289,20
sti29,18
sti290,16
sti291,18
sti292,25
sti293,19
sti294,24
sti295,9
sti296,17
sti297,26
sti298,9
sti299,16
sti3,30
sti30,30
sti300,11
sti301,29
sti302,12
sti303,19
sti304,48
sti305,16
sti306,14
sti307,15
sti308,13
sti309,11
sti31,23
sti310,18
sti311,15
sti312,24
sti313,13
sti314,18
sti315,20
sti316,20
sti317,32
sti318,8
sti319,10
sti32,27
sti320,11
sti321,19
sti322,13
sti323,22
sti324,14
sti325,20
sti326,9
sti327,16
sti328,20
sti329,5
sti33,48
sti330,18
sti331,13
sti332,30
sti333,42
sti334,33
sti335,20
sti336,27
sti337,25
sti338,16
sti339,13
sti34,11
sti340,12
sti341,13
sti342,7
sti343,27
sti344,20
sti345,14
sti346,24
sti347,13
sti348,22
sti349,6
sti35,25
sti350,25
sti351,18
sti352,24
sti353,15
sti354,14
sti355,12
sti356,11
sti357,10
sti358,26
sti359,23
sti36,23
sti360,24
sti361,9
sti362,21
sti363,24
sti364,23
sti365,16
sti366,8
sti367,22
sti368,9
sti369,7
sti37,19
sti370,27
sti371,10
sti372,5
sti373,7
sti374,37
sti375,24
sti376,18
sti377,14
sti378,19
sti38,40
sti39,14
sti4,7
sti40,42
sti41,13
sti42,50
sti43,32
sti44,12
sti45,57
sti46,17
sti47,21
sti48,11
sti49,30
sti5,22
sti50,19
sti51,12
sti52,15
sti53,19
sti54,12
sti55,39
sti56,39
sti57,20
sti58,27
sti59,17
sti6,30
sti60,23
sti61,14
sti62,28
sti63,11
sti64,30
sti65,13
sti66,16
sti67,31
sti68,29
sti69,17
sti7,26
sti70,23
sti71,16
sti72,37
sti73,14
sti74,35
sti75,30
sti76,23
sti77,22
sti78,33
sti79,21
sti8,21
sti80,21
sti81,16
sti82,37
sti83,46
sti84,18
sti85,29
sti86,19
sti87,36
sti88,35
sti89,22
sti9,30
sti90,20
sti91,28
sti92,26
sti93,19
sti94,16
sti95,36
sti96,15
sti97,15
sti98,51
sti99,18
stn1,16
stn10,16
stn11,19
stn12,11
stn13,25
stn14,11
stn15,11
stn16,24
stn17,16
stn18,34
stn19,19
stn2,38
stn20,8
stn21,19
stn22,10
stn23,19
stn24,18
stn25,30
stn26,18
stn27,20
stn28,23
stn29,24
stn3,19
stn30,4
stn31,15
stn32,36
stn33,15
stn34,12
stn35,22
stn36,24
stn37,6
stn38,25
stn4,17
stn5,26
stn6,32
stn7,26
stn8,26
stn9,36
stp1,20
stp2,58
stp3,3
stp4,13
stp5,10
