,Weight
sti1,149
sti10,26
sti11,378
sti12,368
sti13,135
sti14,223
sti15,16
sti16,122
sti17,457
sti18,13
sti19,812
sti2,452
sti20,28
sti21,169
sti22,8
sti23,206
sti24,31
sti25,57
sti26,359
sti27,2
sti28,11
sti29,401
sti3,6
sti30,176
sti31,171
sti32,17
sti33,38
sti34,462
sti35,4
sti36,443
sti37,423
sti38,26
sti39,2
sti4,435
sti40,28
sti41,32
sti42,631
sti43,27
sti44,78
sti45,90
sti46,41
sti47,22
sti48,2
sti49,7
sti5,3
sti50,37
sti51,69
sti52,25
sti53,23
sti54,44
sti55,209
sti56,6
sti57,1
sti58,336
sti59,115
sti6,112
sti60,9
sti7,27
sti8,30
sti9,106
