,Weight
sti1,58
sti10,46
sti100,50
sti101,39
sti102,87
sti103,33
sti104,47
sti105,63
sti106,89
sti107,10
sti108,80
sti109,78
sti11,93
sti110,68
sti111,40
sti112,63
sti113,20
sti114,107
sti115,48
sti116,24
sti117,24
sti118,55
sti119,38
sti12,53
sti120,22
sti121,61
sti122,43
sti123,62
sti124,25
sti125,52
sti126,57
sti127,103
sti128,50
sti129,20
sti13,67
sti130,35
sti131,92
sti132,58
sti133,50
sti134,65
sti135,21
sti136,59
sti137,44
sti138,54
sti139,34
sti14,62
sti140,51
sti141,53
sti142,79
sti143,7
sti144,21
sti145,47
sti146,95
sti147,76
sti148,82
sti149,56
sti15,101
sti150,42
sti151,109
sti152,40
sti153,26
sti154,24
sti155,22
sti156,60
sti157,47
sti158,61
sti159,56
sti16,42
sti160,10
sti17,34
sti18,68
sti19,39
sti2,72
sti20,69
sti21,22
sti22,35
sti23,30
sti24,62
sti25,15
sti26,72
sti27,55
sti28,72
sti29,41
sti3,111
sti30,38
sti31,49
sti32,30
sti33,60
sti34,36
sti35,66
sti36,74
sti37,47
sti38,53
sti39,64
sti4,107
sti40,66
sti41,37
sti42,23
sti43,47
sti44,33
sti45,67
sti46,62
sti47,24
sti48,91
sti49,113
sti5,39
sti50,79
sti51,66
sti52,81
sti53,46
sti54,64
sti55,82
sti56,35
sti57,43
sti58,27
sti59,78
sti6,40
sti60,75
sti61,84
sti62,42
sti63,65
sti64,93
sti65,41
sti66,31
sti67,51
sti68,41
sti69,64
sti7,46
sti70,40
sti71,25
sti72,51
sti73,80
sti74,57
sti75,29
sti76,53
sti77,78
sti78,95
sti79,40
sti8,59
sti80,95
sti81,53
sti82,49
sti83,34
sti84,23
sti85,59
sti86,43
sti87,66
sti88,61
sti89,41
sti9,52
sti90,91
sti91,24
sti92,46
sti93,94
sti94,61
sti95,44
sti96,75
sti97,49
sti98,48
sti99,68
