,Weight
sti1,77
sti10,80
sti11,38
sti12,84
sti13,76
sti14,262
sti15,41
sti16,254
sti17,177
sti18,14
sti19,35
sti2,108
sti20,337
sti21,98
sti22,94
sti23,34
sti24,16
sti25,245
sti26,43
sti27,272
sti28,108
sti29,147
sti3,14
sti30,18
sti31,16
sti32,32
sti33,108
sti34,82
sti35,48
sti36,62
sti37,272
sti38,104
sti39,45
sti4,44
sti40,105
sti41,59
sti42,264
sti43,24
sti44,231
sti45,27
sti46,38
sti47,42
sti48,23
sti49,97
sti5,99
sti50,253
sti51,26
sti52,115
sti53,288
sti54,48
sti55,30
sti56,111
sti57,29
sti58,76
sti59,22
sti6,32
sti60,44
sti61,30
sti62,88
sti63,71
sti64,116
sti65,79
sti66,82
sti67,30
sti68,96
sti69,110
sti7,243
sti70,68
sti71,41
sti72,47
sti73,87
sti74,116
sti75,42
sti76,253
sti77,92
sti78,79
sti79,56
sti8,311
sti80,34
sti81,221
sti82,32
sti83,226
sti84,75
sti85,66
sti86,6
sti87,136
sti88,99
sti89,36
sti9,48
sti90,52
