,Weight
sti1,36
sti10,236
sti100,23
sti101,23
sti102,21
sti103,75
sti104,175
sti105,6
sti106,33
sti107,5
sti108,9
sti109,94
sti11,13
sti110,126
sti111,6
sti112,14
sti113,267
sti114,4
sti115,26
sti116,181
sti117,44
sti118,104
sti119,46
sti12,99
sti120,5
sti121,39
sti122,1
sti123,27
sti124,6
sti125,347
sti126,69
sti127,12
sti128,9
sti129,1
sti13,10
sti130,91
sti131,58
sti132,30
sti133,4
sti134,75
sti135,102
sti136,29
sti137,40
sti138,36
sti139,3
sti14,5
sti140,73
sti141,12
sti142,6
sti143,9
sti144,1
sti145,9
sti146,1
sti147,7
sti148,20
sti149,23
sti15,92
sti150,21
sti151,36
sti152,13
sti153,133
sti154,15
sti155,11
sti156,5
sti157,8
sti158,3
sti159,15
sti16,59
sti160,127
sti17,4
sti18,110
sti19,13
sti2,146
sti20,220
sti21,4
sti22,4
sti23,37
sti24,2
sti25,164
sti26,7
sti27,2
sti28,11
sti29,205
sti3,1
sti30,155
sti31,12
sti32,1
sti33,20
sti34,28
sti35,37
sti36,24
sti37,146
sti38,31
sti39,40
sti4,13
sti40,147
sti41,85
sti42,152
sti43,32
sti44,3
sti45,10
sti46,78
sti47,8
sti48,3
sti49,2
sti5,92
sti50,65
sti51,7
sti52,96
sti53,170
sti54,12
sti55,11
sti56,16
sti57,22
sti58,6
sti59,73
sti6,9
sti60,138
sti61,24
sti62,6
sti63,1
sti64,1
sti65,40
sti66,35
sti67,278
sti68,3
sti69,4
sti7,258
sti70,39
sti71,18
sti72,130
sti73,21
sti74,320
sti75,22
sti76,128
sti77,100
sti78,5
sti79,67
sti8,45
sti80,167
sti81,11
sti82,118
sti83,8
sti84,209
sti85,4
sti86,11
sti87,3
sti88,19
sti89,223
sti9,43
sti90,20
sti91,33
sti92,22
sti93,99
sti94,9
sti95,11
sti96,22
sti97,11
sti98,89
sti99,21
