Period,Scenario,LoadLevel,MW
2030,sc01,01-01 00:00:00+01:00,201.38827172419687
2030,sc01,01-01 01:00:00+01:00,72.32347372364723
2030,sc01,01-01 02:00:00+01:00,27.66875277004342
2030,sc01,01-01 03:00:00+01:00,2.1103119252074976e-12
2030,sc01,01-01 04:00:00+01:00,-2.4513724383723456e-13
2030,sc01,01-01 05:00:00+01:00,-5.577760475716786e-13
2030,sc01,01-01 06:00:00+01:00,-4.7837289685048745e-12
2030,sc01,01-01 07:00:00+01:00,1.5072387782311125e-12
2030,sc01,01-01 08:00:00+01:00,-1.0613732115416497e-12
2030,sc01,01-01 09:00:00+01:00,-1.0089706847793423e-12
2030,sc01,01-01 10:00:00+01:00,3.6415315207705135e-13
2030,sc01,01-01 11:00:00+01:00,-3.7125857943465235e-12
2030,sc01,01-01 12:00:00+01:00,-4.661160346586257e-12
2030,sc01,01-01 13:00:00+01:00,1.8189894035458565e-12
2030,sc01,01-01 14:00:00+01:00,-1.2612133559741778e-12
2030,sc01,01-01 15:00:00+01:00,-1.566746732351021e-12
2030,sc01,01-01 16:00:00+01:00,2.035704937952687e-12
2030,sc01,01-01 17:00:00+01:00,1.8189894035458565e-12
2030,sc01,01-01 18:00:00+01:00,581.5945550749954
2030,sc01,01-01 19:00:00+01:00,914.3945250237016
2030,sc01,01-01 20:00:00+01:00,917.4875907181323
2030,sc01,01-01 21:00:00+01:00,819.2085193411281
2030,sc01,01-01 22:00:00+01:00,658.2213751203888
2030,sc01,01-01 23:00:00+01:00,379.41734870417804
2030,sc01,01-02 00:00:00+01:00,84.12688948892966
2030,sc01,01-02 01:00:00+01:00,19.43590049528253
2030,sc01,01-02 02:00:00+01:00,-3.424815986363683e-12
2030,sc01,01-02 03:00:00+01:00,-3.906208689841151e-12
2030,sc01,01-02 04:00:00+01:00,-7.148059921746608e-12
2030,sc01,01-02 05:00:00+01:00,2.0161650127192843e-12
2030,sc01,01-02 06:00:00+01:00,62.98426383255108
2030,sc01,01-02 07:00:00+01:00,804.169580640862
2030,sc01,01-02 08:00:00+01:00,1570.5096963458695
2030,sc01,01-02 09:00:00+01:00,727.1597553587362
2030,sc01,01-02 10:00:00+01:00,348.2197483816391
2030,sc01,01-02 11:00:00+01:00,382.44615789690465
2030,sc01,01-02 12:00:00+01:00,397.5138381865489
2030,sc01,01-02 13:00:00+01:00,386.1622462599015
2030,sc01,01-02 14:00:00+01:00,371.78387363926606
2030,sc01,01-02 15:00:00+01:00,407.7133078965835
2030,sc01,01-02 16:00:00+01:00,530.4929475427507
2030,sc01,01-02 17:00:00+01:00,2345.4331433226243
2030,sc01,01-02 18:00:00+01:00,5667.651191390698
2030,sc01,01-02 19:00:00+01:00,5945.9950088181
2030,sc01,01-02 20:00:00+01:00,5534.184823906208
2030,sc01,01-02 21:00:00+01:00,4780.243750655141
2030,sc01,01-02 22:00:00+01:00,4006.893002938211
2030,sc01,01-02 23:00:00+01:00,2952.946165448748
2030,sc01,01-03 00:00:00+01:00,1905.2779836792083
2030,sc01,01-03 01:00:00+01:00,1083.8034605389814
2030,sc01,01-03 02:00:00+01:00,820.2832959397164
2030,sc01,01-03 03:00:00+01:00,455.51020680949637
2030,sc01,01-03 04:00:00+01:00,440.0957478276196
2030,sc01,01-03 05:00:00+01:00,653.9461900294418
2030,sc01,01-03 06:00:00+01:00,2266.4564399695946
2030,sc01,01-03 07:00:00+01:00,4101.217845043253
2030,sc01,01-03 08:00:00+01:00,5537.518175049863
2030,sc01,01-03 09:00:00+01:00,4769.143777449169
2030,sc01,01-03 10:00:00+01:00,1958.4675348666651
2030,sc01,01-03 11:00:00+01:00,1412.5353533449306
2030,sc01,01-03 12:00:00+01:00,1311.51149624457
2030,sc01,01-03 13:00:00+01:00,536.8370440979033
2030,sc01,01-03 14:00:00+01:00,452.7658064478081
2030,sc01,01-03 15:00:00+01:00,440.9759074262883
2030,sc01,01-03 16:00:00+01:00,976.943563766386
2030,sc01,01-03 17:00:00+01:00,5051.634566953266
2030,sc01,01-03 18:00:00+01:00,7239.631906319094
2030,sc01,01-03 19:00:00+01:00,7153.561077803732
2030,sc01,01-03 20:00:00+01:00,6353.609328678928
2030,sc01,01-03 21:00:00+01:00,5116.378721002048
2030,sc01,01-03 22:00:00+01:00,4082.631990581272
2030,sc01,01-03 23:00:00+01:00,2681.2648491680693
2030,sc01,01-04 00:00:00+01:00,1525.015882755957
2030,sc01,01-04 01:00:00+01:00,989.8038173538024
2030,sc01,01-04 02:00:00+01:00,598.478900803145
2030,sc01,01-04 03:00:00+01:00,392.855770134118
2030,sc01,01-04 04:00:00+01:00,330.1801333162103
2030,sc01,01-04 05:00:00+01:00,483.0138796100187
2030,sc01,01-04 06:00:00+01:00,1363.5851895747799
2030,sc01,01-04 07:00:00+01:00,3296.642797095325
2030,sc01,01-04 08:00:00+01:00,4630.264627818448
2030,sc01,01-04 09:00:00+01:00,4069.6828856585507
2030,sc01,01-04 10:00:00+01:00,675.4874981679114
2030,sc01,01-04 11:00:00+01:00,609.8446221818361
2030,sc01,01-04 12:00:00+01:00,583.3999094337248
2030,sc01,01-04 13:00:00+01:00,522.0369633200053
2030,sc01,01-04 14:00:00+01:00,380.48781396415757
2030,sc01,01-04 15:00:00+01:00,387.0559525895683
2030,sc01,01-04 16:00:00+01:00,638.3913049417375
2030,sc01,01-04 17:00:00+01:00,1856.7580882792681
2030,sc01,01-04 18:00:00+01:00,4643.376856286639
2030,sc01,01-04 19:00:00+01:00,5957.784636155277
2030,sc01,01-04 20:00:00+01:00,5023.939880907124
2030,sc01,01-04 21:00:00+01:00,3871.217973023681
2030,sc01,01-04 22:00:00+01:00,2770.2859979551727
2030,sc01,01-04 23:00:00+01:00,1938.8104379012136
2030,sc01,01-05 00:00:00+01:00,1315.9222043980426
2030,sc01,01-05 01:00:00+01:00,822.2610795776344
2030,sc01,01-05 02:00:00+01:00,468.5703094987515
2030,sc01,01-05 03:00:00+01:00,284.4083118175724
