,Weight
sti1,176
sti10,87
sti100,41
sti11,90
sti12,134
sti13,119
sti14,77
sti15,102
sti16,75
sti17,70
sti18,82
sti19,131
sti2,17
sti20,95
sti21,81
sti22,91
sti23,90
sti24,138
sti25,89
sti26,76
sti27,54
sti28,104
sti29,73
sti3,89
sti30,90
sti31,108
sti32,53
sti33,116
sti34,79
sti35,71
sti36,89
sti37,129
sti38,127
sti39,109
sti4,132
sti40,59
sti41,109
sti42,82
sti43,62
sti44,92
sti45,80
sti46,62
sti47,105
sti48,66
sti49,48
sti5,89
sti50,118
sti51,123
sti52,72
sti53,81
sti54,66
sti55,113
sti56,69
sti57,152
sti58,116
sti59,81
sti6,111
sti60,82
sti61,115
sti62,73
sti63,99
sti64,63
sti65,192
sti66,81
sti67,47
sti68,39
sti69,78
sti7,102
sti70,123
sti71,99
sti72,89
sti73,142
sti74,92
sti75,82
sti76,81
sti77,95
sti78,89
sti79,87
sti8,26
sti80,66
sti81,48
sti82,47
sti83,95
sti84,87
sti85,17
sti86,67
sti87,92
sti88,71
sti89,71
sti9,93
sti90,80
sti91,114
sti92,50
sti93,65
sti94,77
sti95,54
sti96,73
sti97,92
sti98,105
sti99,56
