Period,Scenario,LoadLevel,MW
2030,sc01,01-01 00:00:00+01:00,-2.8421709430404007e-13
2030,sc01,01-01 01:00:00+01:00,0.0
2030,sc01,01-01 02:00:00+01:00,-7.389644451905042e-13
2030,sc01,01-01 03:00:00+01:00,-1.0800249583553523e-12
2030,sc01,01-01 04:00:00+01:00,-1.6484591469634324e-12
2030,sc01,01-01 05:00:00+01:00,-1.4210854715202004e-13
2030,sc01,01-01 06:00:00+01:00,3.410605131648481e-13
2030,sc01,01-01 07:00:00+01:00,-3.126388037344441e-13
2030,sc01,01-01 08:00:00+01:00,-3.481659405224491e-13
2030,sc01,01-01 09:00:00+01:00,89.23667711097477
2030,sc01,01-01 10:00:00+01:00,54.94771716068391
2030,sc01,01-01 11:00:00+01:00,25.034613110487342
2030,sc01,01-01 12:00:00+01:00,8.04523493974526
2030,sc01,01-01 13:00:00+01:00,3.1024072200125374e-12
2030,sc01,01-01 14:00:00+01:00,25.55071107149474
2030,sc01,01-01 15:00:00+01:00,78.02469154080609
2030,sc01,01-01 16:00:00+01:00,274.34205162135817
2030,sc01,01-01 17:00:00+01:00,6.323830348264892e-13
2030,sc01,01-01 18:00:00+01:00,-2.5579538487363607e-13
2030,sc01,01-01 19:00:00+01:00,-5.684341886080801e-13
2030,sc01,01-01 20:00:00+01:00,5.684341886080802e-14
2030,sc01,01-01 21:00:00+01:00,-1.0658141036401503e-13
2030,sc01,01-01 22:00:00+01:00,-2.2026824808563106e-13
2030,sc01,01-01 23:00:00+01:00,-1.1368683772161603e-13
2030,sc01,01-02 00:00:00+01:00,-1.9895196601282805e-13
2030,sc01,01-02 01:00:00+01:00,1.7053025658242404e-13
2030,sc01,01-02 02:00:00+01:00,-1.1652900866465643e-12
2030,sc01,01-02 03:00:00+01:00,-1.7621459846850485e-12
2030,sc01,01-02 04:00:00+01:00,-4.547473508864641e-13
2030,sc01,01-02 05:00:00+01:00,-4.831690603168681e-13
2030,sc01,01-02 06:00:00+01:00,4.973799150320701e-14
2030,sc01,01-02 07:00:00+01:00,-1.7053025658242404e-13
2030,sc01,01-02 08:00:00+01:00,767.7566937652061
2030,sc01,01-02 09:00:00+01:00,661.0615392817621
2030,sc01,01-02 10:00:00+01:00,544.0530220446147
2030,sc01,01-02 11:00:00+01:00,423.7441620401628
2030,sc01,01-02 12:00:00+01:00,353.02307192212965
2030,sc01,01-02 13:00:00+01:00,345.47178028377164
2030,sc01,01-02 14:00:00+01:00,410.8240312374683
2030,sc01,01-02 15:00:00+01:00,688.0869139539999
2030,sc01,01-02 16:00:00+01:00,1057.137623058
2030,sc01,01-02 17:00:00+01:00,277.102216702
2030,sc01,01-02 18:00:00+01:00,93.89104635986453
2030,sc01,01-02 19:00:00+01:00,173.03211446637906
2030,sc01,01-02 20:00:00+01:00,170.43795023461018
2030,sc01,01-02 21:00:00+01:00,58.65474965000005
2030,sc01,01-02 22:00:00+01:00,19.41221168052084
2030,sc01,01-02 23:00:00+01:00,13.558086562078692
2030,sc01,01-03 00:00:00+01:00,-2.842170943040401e-14
2030,sc01,01-03 01:00:00+01:00,3.126388037344441e-13
2030,sc01,01-03 02:00:00+01:00,-5.115907697472721e-13
2030,sc01,01-03 03:00:00+01:00,-4.263256414560601e-13
2030,sc01,01-03 04:00:00+01:00,-5.968558980384842e-13
2030,sc01,01-03 05:00:00+01:00,6.821210263296962e-13
2030,sc01,01-03 06:00:00+01:00,-5.684341886080802e-14
2030,sc01,01-03 07:00:00+01:00,6.821210263296962e-13
2030,sc01,01-03 08:00:00+01:00,1438.344874446
2030,sc01,01-03 09:00:00+01:00,1476.424399044
2030,sc01,01-03 10:00:00+01:00,1403.862084202
2030,sc01,01-03 11:00:00+01:00,1300.442091698
2030,sc01,01-03 12:00:00+01:00,1221.09304084
2030,sc01,01-03 13:00:00+01:00,1181.749871794
2030,sc01,01-03 14:00:00+01:00,1228.341645576
2030,sc01,01-03 15:00:00+01:00,1336.589194284
2030,sc01,01-03 16:00:00+01:00,1515.373042962
2030,sc01,01-03 17:00:00+01:00,549.436211168
2030,sc01,01-03 18:00:00+01:00,38.204940020258704
2030,sc01,01-03 19:00:00+01:00,84.92075516932752
2030,sc01,01-03 20:00:00+01:00,47.52404573345511
2030,sc01,01-03 21:00:00+01:00,37.80666004779833
