,Weight
sti1,86
sti10,38
sti100,39
sti101,110
sti102,21
sti103,60
sti104,73
sti105,38
sti106,36
sti107,61
sti108,78
sti109,59
sti11,110
sti110,33
sti111,61
sti112,78
sti113,62
sti114,70
sti115,44
sti116,47
sti117,52
sti118,35
sti119,66
sti12,38
sti120,65
sti121,38
sti122,34
sti123,84
sti124,74
sti125,58
sti126,33
sti127,38
sti128,67
sti129,67
sti13,64
sti130,43
sti131,28
sti132,68
sti133,67
sti134,38
sti135,59
sti136,52
sti137,58
sti138,60
sti139,66
sti14,65
sti140,57
sti141,41
sti142,37
sti143,26
sti144,42
sti145,66
sti146,50
sti147,57
sti148,76
sti149,48
sti15,57
sti150,59
sti151,61
sti152,23
sti153,55
sti154,14
sti155,40
sti156,31
sti157,22
sti158,41
sti159,46
sti16,26
sti160,39
sti17,61
sti18,60
sti19,73
sti2,16
sti20,60
sti21,56
sti22,17
sti23,38
sti24,130
sti25,42
sti26,53
sti27,47
sti28,29
sti29,59
sti3,67
sti30,52
sti31,24
sti32,39
sti33,110
sti34,50
sti35,68
sti36,67
sti37,35
sti38,39
sti39,51
sti4,89
sti40,115
sti41,33
sti42,159
sti43,97
sti44,22
sti45,66
sti46,117
sti47,55
sti48,56
sti49,61
sti5,72
sti50,50
sti51,33
sti52,32
sti53,91
sti54,50
sti55,41
sti56,68
sti57,63
sti58,56
sti59,85
sti6,72
sti60,30
sti61,47
sti62,62
sti63,40
sti64,70
sti65,50
sti66,43
sti67,56
sti68,49
sti69,65
sti7,43
sti70,51
sti71,42
sti72,43
sti73,84
sti74,55
sti75,49
sti76,48
sti77,49
sti78,57
sti79,56
sti8,43
sti80,59
sti81,55
sti82,35
sti83,56
sti84,36
sti85,64
sti86,34
sti87,52
sti88,75
sti89,49
sti9,63
sti90,51
sti91,37
sti92,23
sti93,36
sti94,47
sti95,36
sti96,94
sti97,69
sti98,36
sti99,36
