,Weight
sti1,332
sti10,53
sti11,383
sti12,21
sti13,36
sti14,242
sti15,13
sti16,16
sti17,41
sti18,42
sti19,29
sti2,321
sti20,50
sti21,259
sti22,7
sti23,29
sti24,9
sti25,40
sti26,251
sti27,21
sti28,22
sti29,23
sti3,28
sti30,45
sti31,359
sti32,29
sti33,325
sti34,49
sti35,47
sti36,317
sti37,322
sti38,25
sti39,8
sti4,20
sti40,40
sti41,36
sti42,43
sti43,258
sti44,220
sti45,276
sti46,33
sti47,59
sti48,30
sti49,20
sti5,40
sti50,30
sti51,66
sti52,30
sti53,16
sti54,23
sti55,47
sti56,34
sti57,37
sti58,39
sti59,23
sti6,252
sti60,33
sti61,17
sti62,272
sti63,253
sti64,39
sti65,39
sti66,11
sti67,346
sti68,248
sti69,59
sti7,27
sti70,299
sti71,56
sti72,331
sti73,33
sti74,52
sti75,38
sti76,43
sti77,10
sti78,31
sti79,44
sti8,12
sti80,16
sti81,30
sti82,22
sti83,20
sti84,36
sti85,24
sti86,224
sti87,52
sti88,277
sti89,26
sti9,215
sti90,35
