,Weight
sti1,92
sti10,18
sti100,116
sti101,20
sti102,11
sti103,86
sti104,5
sti105,3
sti106,267
sti107,7
sti108,11
sti109,8
sti11,204
sti110,12
sti111,64
sti112,43
sti113,11
sti114,13
sti115,11
sti116,28
sti117,12
sti118,158
sti119,107
sti12,113
sti120,28
sti121,13
sti122,90
sti123,5
sti124,24
sti125,6
sti126,230
sti127,13
sti128,28
sti129,16
sti13,46
sti130,28
sti14,116
sti15,8
sti16,34
sti17,248
sti18,6
sti19,690
sti2,189
sti20,8
sti21,132
sti22,7
sti23,129
sti24,18
sti25,32
sti26,209
sti27,2
sti28,6
sti29,199
sti3,3
sti30,75
sti31,41
sti32,12
sti33,14
sti34,147
sti35,4
sti36,196
sti37,169
sti38,10
sti39,2
sti4,258
sti40,16
sti41,6
sti42,475
sti43,13
sti44,41
sti45,50
sti46,10
sti47,12
sti48,2
sti49,7
sti5,3
sti50,13
sti51,24
sti52,9
sti53,9
sti54,14
sti55,49
sti56,5
sti57,1
sti58,203
sti59,67
sti6,75
sti60,9
sti61,40
sti62,80
sti63,4
sti64,133
sti65,4
sti66,133
sti67,6
sti68,32
sti69,14
sti7,13
sti70,13
sti71,245
sti72,225
sti73,82
sti74,30
sti75,88
sti76,5
sti77,90
sti78,7
sti79,176
sti8,5
sti80,197
sti81,25
sti82,141
sti83,5
sti84,33
sti85,107
sti86,30
sti87,11
sti88,52
sti89,33
sti9,77
sti90,18
sti91,53
sti92,70
sti93,13
sti94,171
sti95,33
sti96,71
sti97,20
sti98,93
sti99,34
