,Weight
sti1,43
sti10,1
sti100,1
sti101,99
sti102,1
sti103,2
sti104,1
sti105,1
sti106,1
sti107,1
sti108,90
sti109,1
sti11,108
sti110,1
sti111,55
sti112,1
sti113,1
sti114,1
sti115,1
sti116,103
sti117,82
sti118,1
sti119,1
sti12,1
sti120,1
sti121,1
sti122,1
sti123,1
sti124,1
sti125,1
sti126,1
sti127,1
sti128,1
sti129,1
sti13,1
sti130,1
sti131,1
sti132,1
sti133,1
sti134,1
sti135,1
sti136,1
sti137,3
sti138,1
sti139,1
sti14,1
sti140,1
sti141,1
sti142,1
sti143,1
sti144,113
sti145,1
sti146,111
sti147,1
sti148,2
sti149,1
sti15,1
sti150,1
sti151,1
sti152,1
sti153,109
sti154,1
sti155,1
sti156,1
sti157,113
sti158,1
sti159,1
sti16,69
sti160,1
sti161,1
sti162,1
sti163,1
sti164,2
sti165,1
sti166,1
sti167,2
sti168,29
sti169,1
sti17,1
sti170,82
sti171,1
sti172,48
sti173,1
sti174,52
sti175,46
sti176,73
sti177,1
sti178,1
sti179,125
sti18,1
sti180,1
sti181,1
sti182,1
sti183,1
sti184,1
sti185,1
sti186,1
sti187,1
sti188,64
sti189,1
sti19,1
sti190,49
sti191,1
sti192,1
sti193,1
sti194,1
sti195,1
sti196,83
sti197,124
sti198,1
sti199,1
sti2,3
sti20,1
sti200,1
sti201,1
sti202,1
sti203,1
sti204,1
sti205,1
sti206,98
sti207,1
sti208,1
sti209,1
sti21,1
sti210,1
sti211,2
sti212,1
sti213,90
sti214,54
sti215,30
sti216,1
sti217,1
sti218,103
sti219,1
sti22,4
sti220,1
sti221,79
sti222,93
sti223,4
sti224,78
sti225,1
sti226,1
sti227,115
sti228,51
sti229,2
sti23,1
sti230,18
sti231,1
sti232,1
sti233,59
sti234,62
sti235,1
sti236,1
sti237,1
sti238,1
sti239,43
sti24,1
sti240,1
sti241,90
sti242,92
sti243,1
sti244,2
sti245,1
sti246,85
sti247,1
sti248,123
sti249,3
sti25,128
sti250,100
sti251,1
sti252,33
sti253,1
sti254,132
sti255,1
sti256,1
sti257,62
sti258,1
sti259,83
sti26,1
sti260,1
sti261,95
sti262,1
sti263,1
sti264,66
sti265,1
sti266,1
sti267,53
sti268,1
sti269,79
sti27,1
sti270,1
sti271,1
sti272,80
sti273,3
sti274,50
sti275,1
sti276,1
sti277,87
sti278,49
sti279,1
sti28,2
sti280,105
sti281,134
sti282,121
sti283,122
sti284,12
sti285,2
sti286,37
sti287,1
sti288,2
sti289,1
sti29,2
sti290,1
sti291,67
sti292,114
sti293,85
sti294,55
sti295,1
sti296,1
sti297,1
sti298,1
sti299,1
sti3,32
sti30,1
sti300,52
sti301,75
sti302,57
sti303,146
sti304,32
sti305,65
sti306,35
sti307,112
sti308,1
sti309,51
sti31,1
sti310,2
sti311,1
sti312,85
sti313,1
sti314,1
sti315,68
sti316,65
sti317,20
sti318,74
sti319,1
sti32,1
sti320,12
sti321,66
sti322,84
sti323,38
sti324,1
sti325,77
sti326,76
sti327,1
sti328,56
sti329,32
sti33,1
sti330,76
sti331,66
sti332,1
sti333,105
sti334,84
sti335,2
sti336,90
sti337,98
sti338,68
sti339,70
sti34,64
sti340,48
sti341,1
sti342,75
sti343,93
sti344,78
sti345,39
sti346,1
sti347,73
sti348,76
sti349,1
sti35,2
sti350,84
sti36,1
sti37,1
sti38,1
sti39,1
sti4,1
sti40,2
sti41,1
sti42,1
sti43,1
sti44,1
sti45,1
sti46,1
sti47,1
sti48,1
sti49,81
sti5,1
sti50,1
sti51,48
sti52,1
sti53,1
sti54,1
sti55,1
sti56,91
sti57,1
sti58,1
sti59,1
sti6,1
sti60,81
sti61,1
sti62,2
sti63,1
sti64,2
sti65,1
sti66,1
sti67,1
sti68,1
sti69,1
sti7,1
sti70,1
sti71,1
sti72,1
sti73,1
sti74,1
sti75,1
sti76,1
sti77,1
sti78,1
sti79,1
sti8,1
sti80,1
sti81,70
sti82,1
sti83,1
sti84,1
sti85,1
sti86,3
sti87,1
sti88,1
sti89,84
sti9,1
sti90,1
sti91,1
sti92,1
sti93,1
sti94,1
sti95,74
sti96,58
sti97,1
sti98,1
sti99,1
