,Weight
sti1,336
sti10,116
sti11,79
sti12,262
sti13,50
sti14,58
sti15,259
sti16,354
sti17,297
sti18,115
sti19,82
sti2,245
sti20,86
sti21,39
sti22,54
sti23,114
sti24,99
sti25,67
sti26,71
sti27,379
sti28,52
sti29,126
sti3,67
sti30,87
sti31,82
sti32,256
sti33,34
sti34,302
sti35,89
sti36,288
sti37,263
sti38,85
sti39,89
sti4,55
sti40,73
sti41,230
sti42,83
sti43,80
sti44,33
sti45,69
sti46,315
sti47,93
sti48,69
sti49,54
sti5,106
sti50,27
sti51,45
sti52,77
sti53,37
sti54,59
sti55,68
sti56,102
sti57,56
sti58,96
sti59,84
sti6,316
sti60,301
sti61,84
sti62,105
sti63,65
sti64,37
sti65,47
sti66,249
sti67,64
sti68,47
sti69,263
sti7,89
sti70,65
sti8,60
sti9,51
