,Weight
sti1,877
sti10,3
sti100,62
sti11,110
sti12,43
sti13,2
sti14,779
sti15,14
sti16,5
sti17,3
sti18,202
sti19,36
sti2,162
sti20,25
sti21,204
sti22,367
sti23,49
sti24,13
sti25,2
sti26,3
sti27,91
sti28,25
sti29,11
sti3,72
sti30,2
sti31,154
sti32,21
sti33,71
sti34,12
sti35,75
sti36,160
sti37,7
sti38,122
sti39,47
sti4,114
sti40,20
sti41,4
sti42,192
sti43,48
sti44,55
sti45,2
sti46,867
sti47,28
sti48,47
sti49,16
sti5,6
sti50,36
sti51,232
sti52,23
sti53,8
sti54,11
sti55,12
sti56,164
sti57,16
sti58,18
sti59,21
sti6,10
sti60,21
sti61,18
sti62,47
sti63,7
sti64,7
sti65,69
sti66,85
sti67,4
sti68,4
sti69,1
sti7,14
sti70,54
sti71,20
sti72,31
sti73,51
sti74,14
sti75,100
sti76,668
sti77,3
sti78,185
sti79,61
sti8,30
sti80,741
sti81,84
sti82,34
sti83,2
sti84,8
sti85,29
sti86,78
sti87,65
sti88,19
sti89,6
sti9,4
sti90,16
sti91,6
sti92,8
sti93,18
sti94,37
sti95,42
sti96,40
sti97,3
sti98,3
sti99,218
