Period,Scenario,LoadLevel,MW
2030,sc01,01-01 00:00:00+01:00,1.4210854715202004e-13
2030,sc01,01-01 01:00:00+01:00,2.5579538487363607e-13
2030,sc01,01-01 02:00:00+01:00,-2.842170943040401e-14
2030,sc01,01-01 03:00:00+01:00,1.1368683772161603e-13
2030,sc01,01-01 04:00:00+01:00,2.8421709430404007e-13
2030,sc01,01-01 05:00:00+01:00,1.2789769243681803e-13
2030,sc01,01-01 06:00:00+01:00,2.7000623958883807e-13
2030,sc01,01-01 07:00:00+01:00,8.100187187665142e-13
2030,sc01,01-01 08:00:00+01:00,4.831690603168681e-13
2030,sc01,01-01 09:00:00+01:00,31.964429455935175
2030,sc01,01-01 10:00:00+01:00,-1.3926637620897964e-12
2030,sc01,01-01 11:00:00+01:00,-2.8421709430404007e-13
2030,sc01,01-01 12:00:00+01:00,-1.4779288903810084e-12
2030,sc01,01-01 13:00:00+01:00,1.4210854715202004e-13
2030,sc01,01-01 14:00:00+01:00,-1.0516032489249483e-12
2030,sc01,01-01 15:00:00+01:00,44.448999613137275
2030,sc01,01-01 16:00:00+01:00,267.69943536045207
2030,sc01,01-01 17:00:00+01:00,2.842170943040401e-14
2030,sc01,01-01 18:00:00+01:00,-2.984279490192421e-13
2030,sc01,01-01 19:00:00+01:00,-4.121147867408581e-13
2030,sc01,01-01 20:00:00+01:00,-5.684341886080802e-14
2030,sc01,01-01 21:00:00+01:00,0.0
2030,sc01,01-01 22:00:00+01:00,-3.979039320256561e-13
2030,sc01,01-01 23:00:00+01:00,-4.263256414560601e-14
2030,sc01,01-02 00:00:00+01:00,2.5579538487363607e-13
2030,sc01,01-02 01:00:00+01:00,3.126388037344441e-13
2030,sc01,01-02 02:00:00+01:00,-5.115907697472721e-13
2030,sc01,01-02 03:00:00+01:00,2.1316282072803006e-13
2030,sc01,01-02 04:00:00+01:00,1.5631940186722204e-13
2030,sc01,01-02 05:00:00+01:00,-2.5579538487363607e-13
2030,sc01,01-02 06:00:00+01:00,6.963318810448982e-13
2030,sc01,01-02 07:00:00+01:00,-8.526512829121202e-13
2030,sc01,01-02 08:00:00+01:00,766.9433791861576
2030,sc01,01-02 09:00:00+01:00,659.4683626260822
2030,sc01,01-02 10:00:00+01:00,541.6110839984086
2030,sc01,01-02 11:00:00+01:00,419.66901238720015
2030,sc01,01-02 12:00:00+01:00,346.7106642290023
2030,sc01,01-02 13:00:00+01:00,338.8385361642765
2030,sc01,01-02 14:00:00+01:00,406.38255005378323
2030,sc01,01-02 15:00:00+01:00,688.086913954
2030,sc01,01-02 16:00:00+01:00,1057.137623058
2030,sc01,01-02 17:00:00+01:00,277.102216702
2030,sc01,01-02 18:00:00+01:00,125.72733221939646
2030,sc01,01-02 19:00:00+01:00,337.34740857516164
2030,sc01,01-02 20:00:00+01:00,176.76921266999994
2030,sc01,01-02 21:00:00+01:00,58.65474965000004
2030,sc01,01-02 22:00:00+01:00,19.365824558637144
2030,sc01,01-02 23:00:00+01:00,13.510697101405277
2030,sc01,01-03 00:00:00+01:00,7.815970093361102e-14
2030,sc01,01-03 01:00:00+01:00,-2.7000623958883807e-13
2030,sc01,01-03 02:00:00+01:00,3.694822225952521e-13
2030,sc01,01-03 03:00:00+01:00,-2.8421709430404007e-13
2030,sc01,01-03 04:00:00+01:00,1.0658141036401503e-13
2030,sc01,01-03 05:00:00+01:00,2.2737367544323206e-13
2030,sc01,01-03 06:00:00+01:00,8.526512829121202e-14
2030,sc01,01-03 07:00:00+01:00,-3.126388037344441e-13
2030,sc01,01-03 08:00:00+01:00,1438.344874446
2030,sc01,01-03 09:00:00+01:00,1476.424399044
2030,sc01,01-03 10:00:00+01:00,1403.862084202
2030,sc01,01-03 11:00:00+01:00,1300.442091698
2030,sc01,01-03 12:00:00+01:00,1221.09304084
2030,sc01,01-03 13:00:00+01:00,1181.749871794
2030,sc01,01-03 14:00:00+01:00,1228.341645576
2030,sc01,01-03 15:00:00+01:00,1336.5891942839999
2030,sc01,01-03 16:00:00+01:00,1515.373042962
2030,sc01,01-03 17:00:00+01:00,549.436211168
2030,sc01,01-03 18:00:00+01:00,189.11584421816247
2030,sc01,01-03 19:00:00+01:00,131.6954113970241
2030,sc01,01-03 20:00:00+01:00,32.35050158691675
2030,sc01,01-03 21:00:00+01:00,36.40941009243518
2030,sc01,01-03 22:00:00+01:00,33.60064298053249
2030,sc01,01-03 23:00:00+01:00,27.377949407432602
2030,sc01,01-04 00:00:00+01:00,6.855995074555487
2030,sc01,01-04 01:00:00+01:00,4.263256414560601e-14
2030,sc01,01-04 02:00:00+01:00,9.947598300641403e-14
2030,sc01,01-04 03:00:00+01:00,-1.8474111129762605e-13
2030,sc01,01-04 04:00:00+01:00,6.252776074688882e-13
2030,sc01,01-04 05:00:00+01:00,-1.4210854715202004e-13
2030,sc01,01-04 06:00:00+01:00,2.2737367544323206e-13
2030,sc01,01-04 07:00:00+01:00,5.968558980384842e-13
2030,sc01,01-04 08:00:00+01:00,1058.1469878524772
2030,sc01,01-04 09:00:00+01:00,1044.3909479910951
2030,sc01,01-04 10:00:00+01:00,1064.6501642689327
2030,sc01,01-04 11:00:00+01:00,932.7923621944344
2030,sc01,01-04 12:00:00+01:00,864.1141252170024
2030,sc01,01-04 13:00:00+01:00,825.4586964301028
2030,sc01,01-04 14:00:00+01:00,844.6463821339651
2030,sc01,01-04 15:00:00+01:00,788.3302547092294
2030,sc01,01-04 16:00:00+01:00,1005.6908117034119
2030,sc01,01-04 17:00:00+01:00,280.4171850069797
2030,sc01,01-04 18:00:00+01:00,1.8820999028922643
2030,sc01,01-04 19:00:00+01:00,20.334346339992564
2030,sc01,01-04 20:00:00+01:00,31.341992868365722
2030,sc01,01-04 21:00:00+01:00,35.41337053228293
2030,sc01,01-04 22:00:00+01:00,32.954234846884845
2030,sc01,01-04 23:00:00+01:00,30.734967793322127
2030,sc01,01-05 00:00:00+01:00,12.698963888351514
2030,sc01,01-05 01:00:00+01:00,4.973799150320701e-14
2030,sc01,01-05 02:00:00+01:00,-9.947598300641403e-14
2030,sc01,01-05 03:00:00+01:00,-1.5631940186722204e-13
2030,sc01,01-05 04:00:00+01:00,-2.984279490192421e-13
2030,sc01,01-05 05:00:00+01:00,-2.2026824808563106e-13
2030,sc01,01-05 06:00:00+01:00,8.526512829121202e-14
2030,sc01,01-05 07:00:00+01:00,3.979039320256561e-13
2030,sc01,01-05 08:00:00+01:00,116.73052887477384
2030,sc01,01-05 09:00:00+01:00,998.4685926660001
2030,sc01,01-05 10:00:00+01:00,1100.624975286
2030,sc01,01-05 11:00:00+01:00,1170.6833892779998
2030,sc01,01-05 12:00:00+01:00,1123.9949592340001
2030,sc01,01-05 13:00:00+01:00,1131.510000632
2030,sc01,01-05 14:00:00+01:00,1195.811013492
2030,sc01,01-05 15:00:00+01:00,1336.852099548
2030,sc01,01-05 16:00:00+01:00,1603.739743908
2030,sc01,01-05 17:00:00+01:00,741.299471338
2030,sc01,01-05 18:00:00+01:00,490.251015554
2030,sc01,01-05 19:00:00+01:00,407.1605210869021
2030,sc01,01-05 20:00:00+01:00,405.3812376270613
2030,sc01,01-05 21:00:00+01:00,402.2250263444691
2030,sc01,01-05 22:00:00+01:00,277.567518386
2030,sc01,01-05 23:00:00+01:00,263.4215145420001
2030,sc01,01-06 00:00:00+01:00,77.29025205978456
2030,sc01,01-06 01:00:00+01:00,8.526512829121202e-13
2030,sc01,01-06 02:00:00+01:00,5.684341886080802e-14
2030,sc01,01-06 03:00:00+01:00,1.1368683772161603e-13
2030,sc01,01-06 04:00:00+01:00,7.247535904753022e-13
2030,sc01,01-06 05:00:00+01:00,-5.826450433232822e-13
2030,sc01,01-06 06:00:00+01:00,1.2079226507921703e-12
2030,sc01,01-06 07:00:00+01:00,2.2737367544323206e-13
2030,sc01,01-06 08:00:00+01:00,1167.430300432
2030,sc01,01-06 09:00:00+01:00,1126.784924522
2030,sc01,01-06 10:00:00+01:00,1022.33180065
2030,sc01,01-06 11:00:00+01:00,880.1891512200001
2030,sc01,01-06 12:00:00+01:00,782.339170686
2030,sc01,01-06 13:00:00+01:00,730.176739716
2030,sc01,01-06 14:00:00+01:00,763.310652396
2030,sc01,01-06 15:00:00+01:00,777.37826129
2030,sc01,01-06 16:00:00+01:00,945.1588579620002
2030,sc01,01-06 17:00:00+01:00,277.7891505
2030,sc01,01-06 18:00:00+01:00,-2.1316282072803006e-12
2030,sc01,01-06 19:00:00+01:00,10.688139127727766
2030,sc01,01-06 20:00:00+01:00,23.358707593511326
2030,sc01,01-06 21:00:00+01:00,30.9650029534331
2030,sc01,01-06 22:00:00+01:00,25.741271322142552
2030,sc01,01-06 23:00:00+01:00,13.581250718565798
2030,sc01,01-07 00:00:00+01:00,-1.1368683772161603e-13
2030,sc01,01-07 01:00:00+01:00,8.810729923425242e-13
2030,sc01,01-07 02:00:00+01:00,6.963318810448982e-13
2030,sc01,01-07 03:00:00+01:00,3.126388037344441e-13
2030,sc01,01-07 04:00:00+01:00,2.5579538487363607e-13
2030,sc01,01-07 05:00:00+01:00,-5.115907697472721e-13
2030,sc01,01-07 06:00:00+01:00,-1.4210854715202004e-14
2030,sc01,01-07 07:00:00+01:00,139.7663302680001
2030,sc01,01-07 08:00:00+01:00,1594.211026848
2030,sc01,01-07 09:00:00+01:00,1579.470957088
2030,sc01,01-07 10:00:00+01:00,1481.477138532
2030,sc01,01-07 11:00:00+01:00,1330.451543074
2030,sc01,01-07 12:00:00+01:00,1117.152266666
2030,sc01,01-07 13:00:00+01:00,922.0654421940001
2030,sc01,01-07 14:00:00+01:00,965.5484317101123
2030,sc01,01-07 15:00:00+01:00,1073.8977552201218
2030,sc01,01-07 16:00:00+01:00,1277.0926910842916
2030,sc01,01-07 17:00:00+01:00,640.0868709819273
2030,sc01,01-07 18:00:00+01:00,18.772811945868966
2030,sc01,01-07 19:00:00+01:00,33.22493219075369
2030,sc01,01-07 20:00:00+01:00,29.144918380231843
2030,sc01,01-07 21:00:00+01:00,9.83807324160233
2030,sc01,01-07 22:00:00+01:00,10.288632665774486
2030,sc01,01-07 23:00:00+01:00,11.619387419907696
2030,sc01,01-08 00:00:00+01:00,-4.547473508864641e-13
2030,sc01,01-08 01:00:00+01:00,1.4210854715202004e-14
