,Weight
sti1,21
sti10,160
sti100,5
sti101,16
sti102,12
sti103,47
sti104,90
sti105,5
sti106,25
sti107,1
sti108,5
sti109,15
sti11,4
sti110,64
sti111,1
sti112,4
sti113,77
sti114,1
sti115,14
sti116,49
sti117,31
sti118,65
sti119,40
sti12,72
sti120,2
sti121,20
sti122,1
sti123,10
sti124,3
sti125,182
sti126,31
sti127,7
sti128,6
sti129,1
sti13,6
sti130,72
sti131,24
sti132,9
sti133,4
sti134,25
sti135,66
sti136,13
sti137,22
sti138,30
sti139,3
sti14,2
sti140,32
sti141,5
sti142,2
sti143,3
sti144,1
sti145,7
sti146,1
sti147,3
sti148,11
sti149,11
sti15,27
sti150,10
sti151,23
sti152,8
sti153,82
sti154,5
sti155,2
sti156,3
sti157,1
sti158,3
sti159,5
sti16,25
sti160,50
sti161,6
sti162,2
sti163,45
sti164,2
sti165,46
sti166,4
sti167,8
sti168,7
sti169,9
sti17,4
sti170,1
sti171,179
sti172,5
sti173,28
sti174,8
sti175,1
sti176,1
sti177,2
sti178,19
sti179,13
sti18,43
sti180,4
sti181,56
sti182,1
sti183,14
sti184,7
sti185,5
sti186,12
sti187,2
sti188,7
sti189,47
sti19,5
sti190,22
sti191,3
sti192,9
sti193,10
sti194,30
sti195,3
sti196,4
sti197,3
sti198,6
sti199,23
sti2,76
sti20,119
sti200,3
sti201,4
sti202,44
sti203,13
sti204,3
sti205,37
sti206,22
sti207,1
sti208,2
sti209,2
sti21,1
sti210,4
sti211,10
sti212,115
sti213,3
sti214,3
sti215,55
sti216,5
sti217,43
sti218,1
sti219,12
sti22,1
sti220,30
sti221,54
sti222,6
sti223,107
sti224,46
sti225,1
sti226,62
sti227,3
sti228,12
sti229,88
sti23,16
sti230,5
sti231,3
sti232,5
sti233,97
sti234,10
sti235,66
sti236,25
sti237,4
sti238,4
sti239,1
sti24,1
sti240,19
sti241,4
sti242,3
sti243,16
sti244,27
sti245,1
sti246,8
sti247,35
sti248,3
sti249,5
sti25,99
sti250,1
sti251,28
sti252,11
sti253,7
sti254,7
sti255,2
sti256,5
sti257,39
sti258,11
sti259,2
sti26,6
sti260,13
sti261,45
sti262,30
sti263,2
sti264,2
sti265,4
sti266,2
sti267,6
sti268,2
sti269,32
sti27,1
sti270,6
sti271,4
sti272,39
sti273,1
sti274,2
sti275,9
sti276,2
sti277,1
sti278,51
sti279,27
sti28,7
sti280,3
sti281,11
sti282,11
sti283,4
sti284,71
sti285,11
sti286,2
sti287,21
sti288,5
sti289,41
sti29,102
sti290,2
sti291,16
sti292,19
sti293,2
sti294,116
sti295,42
sti296,4
sti297,31
sti298,3
sti299,34
sti3,1
sti30,73
sti300,96
sti301,25
sti302,11
sti303,10
sti304,16
sti305,1
sti306,30
sti307,1
sti308,155
sti309,120
sti31,5
sti310,10
sti311,10
sti312,2
sti313,1
sti314,54
sti315,9
sti316,26
sti317,6
sti318,2
sti319,1
sti32,1
sti320,111
sti321,10
sti322,10
sti323,16
sti324,1
sti325,2
sti326,3
sti327,2
sti328,2
sti329,23
sti33,14
sti330,2
sti331,22
sti332,1
sti333,62
sti334,3
sti335,15
sti336,71
sti337,3
sti338,1
sti339,12
sti34,15
sti340,2
sti341,51
sti342,8
sti343,1
sti344,2
sti345,34
sti346,5
sti347,2
sti348,2
sti349,75
sti35,22
sti350,2
sti351,3
sti352,21
sti353,9
sti354,1
sti355,70
sti356,29
sti357,52
sti358,6
sti359,26
sti36,11
sti360,10
sti361,3
sti362,1
sti363,1
sti364,5
sti365,17
sti366,5
sti367,1
sti368,2
sti369,2
sti37,63
sti370,3
sti371,15
sti372,3
sti373,33
sti374,88
sti375,26
sti376,5
sti377,3
sti378,4
sti379,7
sti38,18
sti380,3
sti381,1
sti382,33
sti383,1
sti384,2
sti385,42
sti386,10
sti387,18
sti388,16
sti389,1
sti39,24
sti390,1
sti391,5
sti392,4
sti393,2
sti394,1
sti395,34
sti396,1
sti397,6
sti398,16
sti399,10
sti4,2
sti40,66
sti400,3
sti41,38
sti42,80
sti43,8
sti44,3
sti45,6
sti46,22
sti47,4
sti48,2
sti49,2
sti5,40
sti50,41
sti51,3
sti52,14
sti53,76
sti54,4
sti55,3
sti56,2
sti57,6
sti58,3
sti59,26
sti6,6
sti60,89
sti61,6
sti62,2
sti63,1
sti64,1
sti65,30
sti66,12
sti67,180
sti68,2
sti69,2
sti7,90
sti70,21
sti71,11
sti72,82
sti73,7
sti74,273
sti75,6
sti76,18
sti77,52
sti78,3
sti79,37
sti8,13
sti80,110
sti81,7
sti82,35
sti83,4
sti84,58
sti85,2
sti86,9
sti87,3
sti88,13
sti89,106
sti9,18
sti90,7
sti91,12
sti92,19
sti93,22
sti94,8
sti95,8
sti96,10
sti97,3
sti98,42
sti99,3
