,Weight
sti1,1493
sti10,77
sti11,13
sti12,327
sti13,3
sti14,9
sti15,97
sti16,98
sti17,2
sti18,93
sti19,2
sti2,146
sti20,203
sti21,55
sti22,53
sti23,2
sti24,204
sti25,8
sti26,4
sti27,40
sti28,89
sti29,9
sti3,26
sti30,3
sti31,61
sti32,12
sti33,1
sti34,3
sti35,73
sti36,1146
sti37,2
sti38,120
sti39,33
sti4,145
sti40,129
sti41,66
sti42,91
sti43,32
sti44,38
sti45,3
sti46,17
sti47,102
sti48,27
sti49,49
sti5,5
sti50,17
sti51,36
sti52,8
sti53,48
sti54,16
sti55,22
sti56,34
sti57,4
sti58,161
sti59,10
sti6,10
sti60,244
sti61,9
sti62,215
sti63,23
sti64,79
sti65,18
sti66,45
sti67,2
sti68,39
sti69,35
sti7,1221
sti70,82
sti71,18
sti72,7
sti73,112
sti74,15
sti75,2
sti76,79
sti77,4
sti78,212
sti79,9
sti8,1
sti80,56
sti81,4
sti82,2
sti83,19
sti84,214
sti85,251
sti86,3
sti87,30
sti88,19
sti89,31
sti9,49
sti90,10
