,Weight
sti1,205
sti10,132
sti11,115
sti12,141
sti13,219
sti14,104
sti15,268
sti16,218
sti17,134
sti18,187
sti19,136
sti2,69
sti20,142
sti21,112
sti22,203
sti23,101
sti24,233
sti25,176
sti26,90
sti27,64
sti28,186
sti29,199
sti3,129
sti30,219
sti31,128
sti32,76
sti33,248
sti34,120
sti35,152
sti36,141
sti37,175
sti38,131
sti39,120
sti4,213
sti40,157
sti41,208
sti42,160
sti43,184
sti44,204
sti45,96
sti46,95
sti47,130
sti48,80
sti49,71
sti5,112
sti50,134
sti51,149
sti52,100
sti53,116
sti54,99
sti55,187
sti56,106
sti57,161
sti58,195
sti59,130
sti6,115
sti60,61
sti7,170
sti8,68
sti9,162
