,Weight
sti1,28
sti10,224
sti100,22
sti101,19
sti102,10
sti103,52
sti104,125
sti105,5
sti106,29
sti107,3
sti108,5
sti109,42
sti11,6
sti110,90
sti111,1
sti112,6
sti113,101
sti114,5
sti115,23
sti116,118
sti117,35
sti118,78
sti119,40
sti12,78
sti120,4
sti121,34
sti122,1
sti123,20
sti124,3
sti125,247
sti126,37
sti127,8
sti128,6
sti129,1
sti13,7
sti130,90
sti131,29
sti132,30
sti133,4
sti134,70
sti135,89
sti136,20
sti137,27
sti138,33
sti139,3
sti14,6
sti140,43
sti141,9
sti142,4
sti143,8
sti144,1
sti145,8
sti146,1
sti147,4
sti148,13
sti149,18
sti15,46
sti150,10
sti151,28
sti152,8
sti153,113
sti154,7
sti155,7
sti156,5
sti157,2
sti158,3
sti159,15
sti16,39
sti160,91
sti161,15
sti162,5
sti163,72
sti164,4
sti165,61
sti166,8
sti167,9
sti168,26
sti169,15
sti17,4
sti170,4
sti171,200
sti172,5
sti173,55
sti174,14
sti175,4
sti176,3
sti177,4
sti178,51
sti179,21
sti18,61
sti180,5
sti181,73
sti182,1
sti183,19
sti184,7
sti185,6
sti186,24
sti187,2
sti188,8
sti189,49
sti19,12
sti190,24
sti191,6
sti192,20
sti193,10
sti194,59
sti195,4
sti196,4
sti197,5
sti198,29
sti199,26
sti2,137
sti20,149
sti200,3
sti201,6
sti202,55
sti203,13
sti204,5
sti205,63
sti206,22
sti207,1
sti208,2
sti209,4
sti21,1
sti210,6
sti211,13
sti212,202
sti213,3
sti214,8
sti215,90
sti216,7
sti217,86
sti218,1
sti219,31
sti22,1
sti220,32
sti221,84
sti222,7
sti223,146
sti224,44
sti225,2
sti226,71
sti227,8
sti228,22
sti229,95
sti23,23
sti230,5
sti231,3
sti232,6
sti233,121
sti234,10
sti235,86
sti236,37
sti237,5
sti238,5
sti239,4
sti24,2
sti240,23
sti241,7
sti242,3
sti243,25
sti244,79
sti245,1
sti246,9
sti247,56
sti248,4
sti249,7
sti25,105
sti250,2
sti26,6
sti27,1
sti28,7
sti29,161
sti3,1
sti30,102
sti31,6
sti32,1
sti33,20
sti34,16
sti35,27
sti36,14
sti37,95
sti38,25
sti39,38
sti4,3
sti40,129
sti41,48
sti42,136
sti43,26
sti44,3
sti45,7
sti46,57
sti47,4
sti48,2
sti49,2
sti5,74
sti50,62
sti51,3
sti52,24
sti53,159
sti54,6
sti55,3
sti56,11
sti57,13
sti58,6
sti59,45
sti6,6
sti60,106
sti61,18
sti62,3
sti63,1
sti64,1
sti65,35
sti66,25
sti67,251
sti68,3
sti69,3
sti7,93
sti70,33
sti71,16
sti72,95
sti73,13
sti74,284
sti75,6
sti76,23
sti77,53
sti78,5
sti79,45
sti8,34
sti80,117
sti81,10
sti82,69
sti83,6
sti84,120
sti85,4
sti86,10
sti87,3
sti88,14
sti89,119
sti9,21
sti90,12
sti91,17
sti92,22
sti93,96
sti94,9
sti95,9
sti96,17
sti97,3
sti98,70
sti99,14
