,Weight
sti1,22
sti10,9
sti100,11
sti101,39
sti102,9
sti103,5
sti104,28
sti105,18
sti106,12
sti107,25
sti108,13
sti109,4
sti11,19
sti110,34
sti111,10
sti112,2
sti113,16
sti114,9
sti115,30
sti116,22
sti117,17
sti118,23
sti119,12
sti12,24
sti120,6
sti121,4
sti122,27
sti123,32
sti124,36
sti125,10
sti126,5
sti127,15
sti128,18
sti129,47
sti13,21
sti130,7
sti131,8
sti132,7
sti133,33
sti134,6
sti135,24
sti136,19
sti137,17
sti138,83
sti139,13
sti14,19
sti140,29
sti141,20
sti142,4
sti143,67
sti144,4
sti145,29
sti146,16
sti147,7
sti148,25
sti149,72
sti15,16
sti150,24
sti151,64
sti152,9
sti153,33
sti154,29
sti155,8
sti156,4
sti157,17
sti158,11
sti159,15
sti16,88
sti160,34
sti161,48
sti162,10
sti163,15
sti164,13
sti165,16
sti166,5
sti167,80
sti168,9
sti169,29
sti17,8
sti170,26
sti171,20
sti172,24
sti173,19
sti174,33
sti175,8
sti176,17
sti177,18
sti178,30
sti179,26
sti18,22
sti180,7
sti181,10
sti182,33
sti183,28
sti184,8
sti185,9
sti186,12
sti187,41
sti188,16
sti189,101
sti19,6
sti190,67
sti191,30
sti192,29
sti193,31
sti194,5
sti195,20
sti196,33
sti197,33
sti198,86
sti199,8
sti2,34
sti20,40
sti200,16
sti201,17
sti202,38
sti203,17
sti204,28
sti205,15
sti206,16
sti207,10
sti208,21
sti209,20
sti21,94
sti210,13
sti211,7
sti212,14
sti213,9
sti214,20
sti215,11
sti216,15
sti217,25
sti218,99
sti219,5
sti22,23
sti220,13
sti221,8
sti222,9
sti223,16
sti224,11
sti225,52
sti226,28
sti227,12
sti228,3
sti229,25
sti23,7
sti230,76
sti231,103
sti232,9
sti233,27
sti234,80
sti235,18
sti236,5
sti237,24
sti238,18
sti239,9
sti24,13
sti240,46
sti241,66
sti242,3
sti243,8
sti244,27
sti245,22
sti246,9
sti247,3
sti248,23
sti249,13
sti25,66
sti250,15
sti251,24
sti252,73
sti253,34
sti254,10
sti255,8
sti256,52
sti257,16
sti258,81
sti259,14
sti26,25
sti260,84
sti261,69
sti262,9
sti263,73
sti264,26
sti265,24
sti266,73
sti267,28
sti268,13
sti269,22
sti27,80
sti270,18
sti271,10
sti272,21
sti273,47
sti274,10
sti275,6
sti276,4
sti277,25
sti278,60
sti279,9
sti28,8
sti280,10
sti281,7
sti282,17
sti283,15
sti284,29
sti285,64
sti286,11
sti287,52
sti288,23
sti289,13
sti29,24
sti290,21
sti291,8
sti292,15
sti293,39
sti294,22
sti295,26
sti296,2
sti297,23
sti298,12
sti299,2
sti3,6
sti30,12
sti300,18
sti301,21
sti302,25
sti303,11
sti304,6
sti305,21
sti306,6
sti307,19
sti308,9
sti309,14
sti31,14
sti310,22
sti311,46
sti312,25
sti313,3
sti314,19
sti315,6
sti316,16
sti317,19
sti318,10
sti319,12
sti32,24
sti320,17
sti321,14
sti322,17
sti323,2
sti324,35
sti325,23
sti326,42
sti327,56
sti328,6
sti329,25
sti33,13
sti330,28
sti331,27
sti332,3
sti333,72
sti334,66
sti335,14
sti336,23
sti337,5
sti338,26
sti339,12
sti34,14
sti340,9
sti341,23
sti342,20
sti343,4
sti344,17
sti345,9
sti346,22
sti347,14
sti348,12
sti349,46
sti35,17
sti350,4
sti36,2
sti37,24
sti38,10
sti39,19
sti4,12
sti40,21
sti41,13
sti42,8
sti43,71
sti44,21
sti45,34
sti46,15
sti47,10
sti48,20
sti49,10
sti5,72
sti50,49
sti51,2
sti52,115
sti53,80
sti54,26
sti55,92
sti56,27
sti57,6
sti58,9
sti59,3
sti6,13
sti60,80
sti61,55
sti62,21
sti63,15
sti64,11
sti65,20
sti66,8
sti67,14
sti68,25
sti69,6
sti7,11
sti70,22
sti71,27
sti72,10
sti73,13
sti74,6
sti75,24
sti76,13
sti77,14
sti78,9
sti79,12
sti8,84
sti80,11
sti81,31
sti82,20
sti83,35
sti84,1
sti85,25
sti86,14
sti87,35
sti88,103
sti89,22
sti9,103
sti90,3
sti91,34
sti92,35
sti93,21
sti94,29
sti95,79
sti96,82
sti97,23
sti98,13
sti99,63
