,Weight
sti1,89
sti10,6
sti100,21
sti101,20
sti102,64
sti103,15
sti104,8
sti105,18
sti106,10
sti107,97
sti108,9
sti109,18
sti11,80
sti110,79
sti111,10
sti112,13
sti113,12
sti114,15
sti115,8
sti116,98
sti117,50
sti118,15
sti119,12
sti12,23
sti120,13
sti121,8
sti122,21
sti123,17
sti124,19
sti125,8
sti126,8
sti127,15
sti128,10
sti129,10
sti13,88
sti130,10
sti131,11
sti132,12
sti133,20
sti134,10
sti135,20
sti136,14
sti137,11
sti138,11
sti139,65
sti14,11
sti140,15
sti141,15
sti142,11
sti143,13
sti144,13
sti145,15
sti146,13
sti147,96
sti148,59
sti149,2
sti15,16
sti150,16
sti151,15
sti152,13
sti153,13
sti154,93
sti155,16
sti156,12
sti157,9
sti158,12
sti159,11
sti16,73
sti160,20
sti161,17
sti162,20
sti163,16
sti164,14
sti165,17
sti166,14
sti167,25
sti168,73
sti169,10
sti17,65
sti170,22
sti171,20
sti172,9
sti173,7
sti174,15
sti175,16
sti176,10
sti177,8
sti178,80
sti179,3
sti18,10
sti180,6
sti181,10
sti182,75
sti183,12
sti184,20
sti185,15
sti186,117
sti187,11
sti188,9
sti189,28
sti19,4
sti190,5
sti191,16
sti192,25
sti193,14
sti194,16
sti195,10
sti196,13
sti197,14
sti198,12
sti199,14
sti2,80
sti20,18
sti200,7
sti201,17
sti202,19
sti203,11
sti204,15
sti205,10
sti206,14
sti207,4
sti208,14
sti209,11
sti21,8
sti210,13
sti211,54
sti212,8
sti213,80
sti214,16
sti215,18
sti216,14
sti217,7
sti218,17
sti219,17
sti22,109
sti220,6
sti221,15
sti222,7
sti223,16
sti224,11
sti225,10
sti226,14
sti227,10
sti228,16
sti229,99
sti23,11
sti230,10
sti231,8
sti232,38
sti233,9
sti234,14
sti235,6
sti236,6
sti237,11
sti238,12
sti239,10
sti24,11
sti240,17
sti241,13
sti242,9
sti243,17
sti244,18
sti245,13
sti246,9
sti247,10
sti248,15
sti249,11
sti25,8
sti250,10
sti251,15
sti252,17
sti253,17
sti254,8
sti255,11
sti256,1
sti257,15
sti258,13
sti259,9
sti26,15
sti260,93
sti261,11
sti262,12
sti263,15
sti264,11
sti265,17
sti266,11
sti267,10
sti268,100
sti269,13
sti27,21
sti270,16
sti271,7
sti272,13
sti273,93
sti274,7
sti275,72
sti276,10
sti277,13
sti278,21
sti279,11
sti28,7
sti280,13
sti281,7
sti282,63
sti283,11
sti284,23
sti285,7
sti286,10
sti287,11
sti288,103
sti289,92
sti29,12
sti290,18
sti291,59
sti292,10
sti293,12
sti294,11
sti295,9
sti296,60
sti297,7
sti298,12
sti299,13
sti3,12
sti30,10
sti300,11
sti301,6
sti302,17
sti303,15
sti304,11
sti305,7
sti306,11
sti307,12
sti308,13
sti309,17
sti31,15
sti310,9
sti311,12
sti312,6
sti313,12
sti314,11
sti315,12
sti316,7
sti317,10
sti318,16
sti319,91
sti32,14
sti320,8
sti321,13
sti322,11
sti323,16
sti324,12
sti325,13
sti326,7
sti327,10
sti328,14
sti329,12
sti33,14
sti330,10
sti331,16
sti332,12
sti333,11
sti334,5
sti335,96
sti336,10
sti337,69
sti338,15
sti339,16
sti34,83
sti340,9
sti341,11
sti342,8
sti343,9
sti344,13
sti345,31
sti346,12
sti347,16
sti348,11
sti349,10
sti35,10
sti350,89
sti351,13
sti352,10
sti353,12
sti354,14
sti355,51
sti356,10
sti357,68
sti358,95
sti359,6
sti36,12
sti360,5
sti361,11
sti362,13
sti363,7
sti364,54
sti365,14
sti366,10
sti367,7
sti368,8
sti369,17
sti37,6
sti370,49
sti371,11
sti372,64
sti373,7
sti374,8
sti375,41
sti376,9
sti377,11
sti378,7
sti379,5
sti38,80
sti380,13
sti381,9
sti382,5
sti383,13
sti384,11
sti385,7
sti386,11
sti387,11
sti388,13
sti389,10
sti39,15
sti390,8
sti391,15
sti392,3
sti393,12
sti394,15
sti395,11
sti396,10
sti397,9
sti398,6
sti399,78
sti4,14
sti40,17
sti400,9
sti41,9
sti42,74
sti43,16
sti44,16
sti45,15
sti46,8
sti47,10
sti48,14
sti49,12
sti5,83
sti50,98
sti51,11
sti52,107
sti53,17
sti54,10
sti55,21
sti56,19
sti57,89
sti58,12
sti59,13
sti6,8
sti60,9
sti61,17
sti62,54
sti63,11
sti64,12
sti65,16
sti66,74
sti67,22
sti68,12
sti69,22
sti7,8
sti70,13
sti71,13
sti72,13
sti73,17
sti74,17
sti75,22
sti76,12
sti77,15
sti78,6
sti79,88
sti8,15
sti80,87
sti81,23
sti82,12
sti83,10
sti84,11
sti85,19
sti86,6
sti87,13
sti88,11
sti89,17
sti9,6
sti90,15
sti91,16
sti92,107
sti93,18
sti94,10
sti95,13
sti96,5
sti97,7
sti98,5
sti99,17
