,Weight
sti1,555
sti10,4
sti100,76
sti101,68
sti102,14
sti103,3
sti104,2
sti105,52
sti106,5
sti107,28
sti108,35
sti109,3
sti11,1
sti110,8
sti111,2
sti112,6
sti113,22
sti114,56
sti115,13
sti116,55
sti117,4
sti118,24
sti119,2
sti12,1
sti120,10
sti121,1
sti122,21
sti123,14
sti124,4
sti125,54
sti126,22
sti127,7
sti128,1
sti129,2
sti13,28
sti130,534
sti131,19
sti132,4
sti133,3
sti134,18
sti135,2
sti136,28
sti137,7
sti138,1
sti139,4
sti14,1
sti140,1
sti141,5
sti142,13
sti143,19
sti144,5
sti145,54
sti146,5
sti147,9
sti148,5
sti149,3
sti15,4
sti150,5
sti151,6
sti152,3
sti153,10
sti154,12
sti155,4
sti156,12
sti157,6
sti158,5
sti159,1
sti16,7
sti160,69
sti161,4
sti162,3
sti163,4
sti164,13
sti165,2
sti166,11
sti167,1
sti168,16
sti169,4
sti17,2
sti170,1
sti171,10
sti172,6
sti173,7
sti174,34
sti175,26
sti176,2
sti177,45
sti178,22
sti179,2
sti18,1
sti180,2
sti181,8
sti182,17
sti183,400
sti184,65
sti185,5
sti186,14
sti187,7
sti188,22
sti189,3
sti19,19
sti190,40
sti191,1
sti192,24
sti193,2
sti194,7
sti195,13
sti196,1
sti197,7
sti198,388
sti199,6
sti2,85
sti20,17
sti200,1
sti201,3
sti202,20
sti203,1
sti204,6
sti205,23
sti206,17
sti207,1
sti208,6
sti209,5
sti21,18
sti210,13
sti211,4
sti212,1
sti213,2
sti214,2
sti215,36
sti216,1
sti217,69
sti218,16
sti219,7
sti22,1
sti220,10
sti221,18
sti222,2
sti223,29
sti224,9
sti225,6
sti226,7
sti227,1
sti228,1
sti229,1
sti23,29
sti230,5
sti231,1
sti232,81
sti233,22
sti234,7
sti235,26
sti236,46
sti237,1
sti238,1
sti239,3
sti24,8
sti240,3
sti241,1
sti242,1
sti243,7
sti244,7
sti245,13
sti246,47
sti247,65
sti248,4
sti249,16
sti25,1
sti250,27
sti251,66
sti252,1
sti253,20
sti254,1
sti255,2
sti256,3
sti257,1
sti258,23
sti259,4
sti26,1
sti260,7
sti261,92
sti262,1
sti263,17
sti264,2
sti265,1
sti266,1
sti267,1
sti268,93
sti269,7
sti27,6
sti270,2
sti271,1
sti272,8
sti273,36
sti274,3
sti275,3
sti276,10
sti277,1
sti278,95
sti279,15
sti28,42
sti280,1
sti281,10
sti282,11
sti283,14
sti284,13
sti285,1
sti286,1
sti287,4
sti288,6
sti289,27
sti29,30
sti290,7
sti291,10
sti292,27
sti293,34
sti294,3
sti295,7
sti296,2
sti297,3
sti298,5
sti299,5
sti3,13
sti30,21
sti300,15
sti301,3
sti302,9
sti303,33
sti304,3
sti305,1
sti306,2
sti307,2
sti308,41
sti309,1
sti31,1
sti310,1
sti311,1
sti312,4
sti313,1
sti314,3
sti315,226
sti316,2
sti317,30
sti318,20
sti319,406
sti32,8
sti320,6
sti321,17
sti322,1
sti323,4
sti324,4
sti325,3
sti326,1
sti327,6
sti328,69
sti329,18
sti33,478
sti330,11
sti331,1
sti332,4
sti333,4
sti334,21
sti335,1
sti336,28
sti337,1
sti338,1
sti339,17
sti34,2
sti340,1
sti341,4
sti342,3
sti343,9
sti344,2
sti345,73
sti346,29
sti347,2
sti348,12
sti349,2
sti35,1
sti350,4
sti36,1
sti37,23
sti38,1
sti39,3
sti4,1
sti40,19
sti41,4
sti42,6
sti43,18
sti44,53
sti45,19
sti46,4
sti47,4
sti48,17
sti49,8
sti5,1
sti50,3
sti51,9
sti52,62
sti53,96
sti54,20
sti55,30
sti56,297
sti57,91
sti58,435
sti59,28
sti6,96
sti60,29
sti61,8
sti62,1
sti63,90
sti64,2
sti65,1
sti66,19
sti67,1
sti68,19
sti69,9
sti7,23
sti70,3
sti71,3
sti72,1
sti73,12
sti74,1
sti75,4
sti76,88
sti77,28
sti78,8
sti79,5
sti8,12
sti80,1
sti81,10
sti82,32
sti83,16
sti84,11
sti85,2
sti86,4
sti87,72
sti88,17
sti89,15
sti9,24
sti90,3
sti91,15
sti92,4
sti93,5
sti94,12
sti95,21
sti96,1
sti97,3
sti98,6
sti99,57
