,Weight
sti1,107
sti10,22
sti11,292
sti12,152
sti13,125
sti14,166
sti15,15
sti16,36
sti17,315
sti18,6
sti19,674
sti2,191
sti20,23
sti21,142
sti22,7
sti23,140
sti24,20
sti25,53
sti26,283
sti27,2
sti28,10
sti29,240
sti3,5
sti30,96
sti31,92
sti32,12
sti33,12
sti34,166
sti35,4
sti36,310
sti37,251
sti38,24
sti39,2
sti4,336
sti40,29
sti41,14
sti42,542
sti43,21
sti44,43
sti45,62
sti46,19
sti47,15
sti48,2
sti49,7
sti5,3
sti50,34
sti51,42
sti52,17
sti53,15
sti54,24
sti55,61
sti56,6
sti57,1
sti58,274
sti59,75
sti6,97
sti60,9
sti61,45
sti62,86
sti63,8
sti64,169
sti65,6
sti66,111
sti67,19
sti68,44
sti69,14
sti7,22
sti70,36
sti71,345
sti72,311
sti73,239
sti74,31
sti75,110
sti76,5
sti77,97
sti78,16
sti79,206
sti8,6
sti80,254
sti81,49
sti82,193
sti83,14
sti84,48
sti85,213
sti86,38
sti87,11
sti88,63
sti89,96
sti9,67
sti90,21
