,Weight
sti1,85
sti10,235
sti100,20
sti101,20
sti102,21
sti103,72
sti104,175
sti105,5
sti106,30
sti107,5
sti108,11
sti109,97
sti11,10
sti110,126
sti111,5
sti112,14
sti113,267
sti114,4
sti115,26
sti116,181
sti117,45
sti118,69
sti119,47
sti12,99
sti120,5
sti121,39
sti122,1
sti123,20
sti124,3
sti125,347
sti126,70
sti127,9
sti128,9
sti129,1
sti13,10
sti130,91
sti131,60
sti132,30
sti133,4
sti134,78
sti135,102
sti136,27
sti137,39
sti138,37
sti139,3
sti14,6
sti140,69
sti141,11
sti142,5
sti143,9
sti144,1
sti145,8
sti146,1
sti147,7
sti148,20
sti149,23
sti15,93
sti150,18
sti151,33
sti152,13
sti153,133
sti154,15
sti155,11
sti156,5
sti157,8
sti158,3
sti159,15
sti16,58
sti160,149
sti161,15
sti162,5
sti163,71
sti164,4
sti165,93
sti166,12
sti167,16
sti168,24
sti169,20
sti17,4
sti170,8
sti18,76
sti19,13
sti2,145
sti20,220
sti21,4
sti22,4
sti23,37
sti24,3
sti25,164
sti26,7
sti27,2
sti28,10
sti29,201
sti3,1
sti30,153
sti31,11
sti32,1
sti33,20
sti34,30
sti35,36
sti36,24
sti37,110
sti38,31
sti39,40
sti4,8
sti40,147
sti41,83
sti42,141
sti43,32
sti44,3
sti45,10
sti46,78
sti47,8
sti48,3
sti49,2
sti5,88
sti50,65
sti51,7
sti52,64
sti53,170
sti54,12
sti55,11
sti56,17
sti57,16
sti58,5
sti59,73
sti6,9
sti60,138
sti61,23
sti62,6
sti63,1
sti64,1
sti65,40
sti66,33
sti67,277
sti68,3
sti69,4
sti7,255
sti70,39
sti71,16
sti72,130
sti73,21
sti74,320
sti75,15
sti76,103
sti77,96
sti78,5
sti79,67
sti8,44
sti80,155
sti81,11
sti82,64
sti83,6
sti84,210
sti85,4
sti86,10
sti87,3
sti88,19
sti89,218
sti9,40
sti90,20
sti91,33
sti92,24
sti93,99
sti94,10
sti95,11
sti96,22
sti97,11
sti98,74
sti99,20
