,Weight
sti1,89
sti10,12
sti100,21
sti101,20
sti102,69
sti103,16
sti104,8
sti105,18
sti106,18
sti107,97
sti108,9
sti109,22
sti11,83
sti110,79
sti111,11
sti112,12
sti113,12
sti114,15
sti115,8
sti116,98
sti117,82
sti118,21
sti119,12
sti12,23
sti120,18
sti121,8
sti122,24
sti123,18
sti124,25
sti125,11
sti126,8
sti127,16
sti128,12
sti129,10
sti13,112
sti130,10
sti131,13
sti132,12
sti133,20
sti134,8
sti135,21
sti136,14
sti137,11
sti138,13
sti139,148
sti14,13
sti140,15
sti141,21
sti142,12
sti143,13
sti144,13
sti145,18
sti146,13
sti147,96
sti148,72
sti149,4
sti15,17
sti150,17
sti151,15
sti152,14
sti153,13
sti154,98
sti155,16
sti156,17
sti157,9
sti158,12
sti159,14
sti16,73
sti160,21
sti161,17
sti162,20
sti163,16
sti164,14
sti165,16
sti166,14
sti167,26
sti168,73
sti169,10
sti17,70
sti170,23
sti171,22
sti172,14
sti173,12
sti174,18
sti175,16
sti176,20
sti177,10
sti178,92
sti179,6
sti18,10
sti180,7
sti181,12
sti182,75
sti183,12
sti184,20
sti185,15
sti186,116
sti187,11
sti188,9
sti189,30
sti19,10
sti190,5
sti191,16
sti192,27
sti193,16
sti194,16
sti195,10
sti196,14
sti197,14
sti198,13
sti199,17
sti2,80
sti20,23
sti200,7
sti201,17
sti202,17
sti203,16
sti204,20
sti205,10
sti206,16
sti207,4
sti208,19
sti209,11
sti21,8
sti210,13
sti211,54
sti212,20
sti213,93
sti214,16
sti215,18
sti216,14
sti217,7
sti218,21
sti219,21
sti22,109
sti220,6
sti221,16
sti222,7
sti223,16
sti224,14
sti225,11
sti226,16
sti227,10
sti228,17
sti229,99
sti23,12
sti230,14
sti231,8
sti232,102
sti233,9
sti234,15
sti235,6
sti236,7
sti237,14
sti238,12
sti239,11
sti24,13
sti240,16
sti241,13
sti242,11
sti243,17
sti244,18
sti245,13
sti246,9
sti247,17
sti248,15
sti249,13
sti25,8
sti250,16
sti251,15
sti252,17
sti253,17
sti254,8
sti255,11
sti256,1
sti257,28
sti258,13
sti259,9
sti26,15
sti260,100
sti261,11
sti262,12
sti263,15
sti264,14
sti265,17
sti266,11
sti267,19
sti268,100
sti269,13
sti27,21
sti270,16
sti271,10
sti272,13
sti273,93
sti274,9
sti275,72
sti276,10
sti277,13
sti278,22
sti279,11
sti28,7
sti280,21
sti281,7
sti282,74
sti283,11
sti284,28
sti285,7
sti286,10
sti287,11
sti288,103
sti289,94
sti29,15
sti290,19
sti291,59
sti292,10
sti293,12
sti294,11
sti295,10
sti296,74
sti297,7
sti298,12
sti299,13
sti3,12
sti30,10
sti300,14
sti301,6
sti302,16
sti303,15
sti304,13
sti305,7
sti306,11
sti307,12
sti308,13
sti309,17
sti31,26
sti310,9
sti311,12
sti312,6
sti313,12
sti314,11
sti315,13
sti316,7
sti317,14
sti318,17
sti319,91
sti32,16
sti320,8
sti321,13
sti322,11
sti323,17
sti324,12
sti325,14
sti326,7
sti327,11
sti328,14
sti329,15
sti33,84
sti330,11
sti331,16
sti332,14
sti333,11
sti334,5
sti335,96
sti336,11
sti337,70
sti338,15
sti339,19
sti34,88
sti340,9
sti341,11
sti342,10
sti343,18
sti344,15
sti345,43
sti346,12
sti347,16
sti348,11
sti349,10
sti35,11
sti350,89
sti36,13
sti37,10
sti38,80
sti39,15
sti4,14
sti40,17
sti41,9
sti42,119
sti43,16
sti44,16
sti45,15
sti46,8
sti47,10
sti48,14
sti49,16
sti5,83
sti50,114
sti51,21
sti52,109
sti53,20
sti54,11
sti55,19
sti56,25
sti57,89
sti58,12
sti59,16
sti6,8
sti60,9
sti61,23
sti62,77
sti63,22
sti64,19
sti65,16
sti66,113
sti67,22
sti68,14
sti69,21
sti7,11
sti70,13
sti71,13
sti72,14
sti73,24
sti74,17
sti75,22
sti76,15
sti77,15
sti78,6
sti79,88
sti8,20
sti80,87
sti81,23
sti82,12
sti83,11
sti84,12
sti85,22
sti86,6
sti87,17
sti88,11
sti89,16
sti9,6
sti90,15
sti91,21
sti92,108
sti93,20
sti94,18
sti95,16
sti96,5
sti97,10
sti98,10
sti99,17
