,Weight
sti1,22
sti10,9
sti100,6
sti101,42
sti102,8
sti103,5
sti104,19
sti105,18
sti106,13
sti107,23
sti108,14
sti109,4
sti11,18
sti110,24
sti111,8
sti112,2
sti113,16
sti114,9
sti115,26
sti116,22
sti117,16
sti118,22
sti119,12
sti12,19
sti120,6
sti121,4
sti122,27
sti123,21
sti124,36
sti125,10
sti126,4
sti127,11
sti128,14
sti129,42
sti13,14
sti130,7
sti131,8
sti132,7
sti133,33
sti134,6
sti135,23
sti136,19
sti137,17
sti138,83
sti139,4
sti14,17
sti140,22
sti141,20
sti142,4
sti143,67
sti144,4
sti145,27
sti146,10
sti147,7
sti148,25
sti149,73
sti15,15
sti150,22
sti151,64
sti152,9
sti153,17
sti154,29
sti155,7
sti156,4
sti157,17
sti158,8
sti159,17
sti16,80
sti160,36
sti161,48
sti162,10
sti163,9
sti164,13
sti165,9
sti166,3
sti167,85
sti168,8
sti169,26
sti17,8
sti170,21
sti171,13
sti172,24
sti173,10
sti174,23
sti175,8
sti176,16
sti177,18
sti178,25
sti179,26
sti18,21
sti180,7
sti181,10
sti182,30
sti183,17
sti184,4
sti185,9
sti186,11
sti187,32
sti188,14
sti189,69
sti19,6
sti190,67
sti191,31
sti192,26
sti193,31
sti194,5
sti195,20
sti196,26
sti197,29
sti198,76
sti199,8
sti2,28
sti20,26
sti200,14
sti201,16
sti202,30
sti203,9
sti204,27
sti205,15
sti206,16
sti207,10
sti208,20
sti209,7
sti21,62
sti210,9
sti211,7
sti212,12
sti213,8
sti214,20
sti215,11
sti216,14
sti217,29
sti218,93
sti219,4
sti22,24
sti220,12
sti221,6
sti222,9
sti223,14
sti224,12
sti225,52
sti226,25
sti227,12
sti228,3
sti229,12
sti23,7
sti230,76
sti231,98
sti232,9
sti233,22
sti234,71
sti235,18
sti236,5
sti237,22
sti238,15
sti239,8
sti24,12
sti240,40
sti241,66
sti242,3
sti243,8
sti244,23
sti245,17
sti246,8
sti247,3
sti248,22
sti249,12
sti25,64
sti250,15
sti251,25
sti252,70
sti253,22
sti254,9
sti255,8
sti256,47
sti257,9
sti258,78
sti259,14
sti26,21
sti260,76
sti261,69
sti262,9
sti263,71
sti264,22
sti265,16
sti266,68
sti267,27
sti268,13
sti269,14
sti27,80
sti270,18
sti271,9
sti272,17
sti273,36
sti274,10
sti275,6
sti276,4
sti277,24
sti278,43
sti279,9
sti28,8
sti280,10
sti281,7
sti282,17
sti283,10
sti284,29
sti285,38
sti286,11
sti287,49
sti288,21
sti289,12
sti29,24
sti290,23
sti291,8
sti292,15
sti293,36
sti294,16
sti295,26
sti296,2
sti297,23
sti298,12
sti299,2
sti3,6
sti30,9
sti300,18
sti301,9
sti302,23
sti303,11
sti304,6
sti305,22
sti306,6
sti307,20
sti308,9
sti309,14
sti31,10
sti310,19
sti311,46
sti312,27
sti313,3
sti314,15
sti315,6
sti316,16
sti317,19
sti318,2
sti319,12
sti32,19
sti320,16
sti321,13
sti322,17
sti323,2
sti324,33
sti325,23
sti326,42
sti327,56
sti328,5
sti329,23
sti33,14
sti330,25
sti331,26
sti332,3
sti333,72
sti334,64
sti335,14
sti336,19
sti337,5
sti338,26
sti339,12
sti34,9
sti340,8
sti341,20
sti342,20
sti343,4
sti344,12
sti345,9
sti346,23
sti347,14
sti348,10
sti349,43
sti35,19
sti350,2
sti351,17
sti352,8
sti353,19
sti354,19
sti355,29
sti356,16
sti357,22
sti358,6
sti359,10
sti36,1
sti360,9
sti361,4
sti362,17
sti363,17
sti364,1
sti365,5
sti366,22
sti367,10
sti368,2
sti369,12
sti37,20
sti370,3
sti371,10
sti372,16
sti373,44
sti374,13
sti375,4
sti376,9
sti377,7
sti378,66
sti379,11
sti38,8
sti380,77
sti381,21
sti382,9
sti383,6
sti384,31
sti385,8
sti386,20
sti387,4
sti388,14
sti389,15
sti39,17
sti390,24
sti391,7
sti392,11
sti393,70
sti394,35
sti395,15
sti396,14
sti397,59
sti398,10
sti399,6
sti4,11
sti40,20
sti400,2
sti41,13
sti42,4
sti43,57
sti44,21
sti45,33
sti46,15
sti47,10
sti48,19
sti49,10
sti5,71
sti50,49
sti51,1
sti52,104
sti53,72
sti54,23
sti55,55
sti56,27
sti57,5
sti58,4
sti59,3
sti6,13
sti60,80
sti61,56
sti62,19
sti63,12
sti64,11
sti65,17
sti66,7
sti67,14
sti68,25
sti69,6
sti7,5
sti70,18
sti71,27
sti72,10
sti73,10
sti74,6
sti75,24
sti76,12
sti77,11
sti78,9
sti79,11
sti8,73
sti80,9
sti81,31
sti82,20
sti83,35
sti84,1
sti85,14
sti86,14
sti87,27
sti88,56
sti89,22
sti9,79
sti90,3
sti91,34
sti92,34
sti93,12
sti94,30
sti95,69
sti96,82
sti97,21
sti98,13
sti99,64
