,Weight
sti1,185
sti10,25
sti100,45
sti101,48
sti102,190
sti103,33
sti104,20
sti105,33
sti106,46
sti107,169
sti108,31
sti109,38
sti11,102
sti110,172
sti111,26
sti112,57
sti113,24
sti114,33
sti115,44
sti116,159
sti117,145
sti118,34
sti119,16
sti12,31
sti120,31
sti121,31
sti122,28
sti123,29
sti124,47
sti125,44
sti126,22
sti127,43
sti128,13
sti129,21
sti13,178
sti130,25
sti131,45
sti132,25
sti133,27
sti134,31
sti135,42
sti136,30
sti137,35
sti138,27
sti139,194
sti14,35
sti140,22
sti141,24
sti142,20
sti143,26
sti144,18
sti145,29
sti146,23
sti147,146
sti148,107
sti149,5
sti15,39
sti150,40
sti16,168
sti17,188
sti18,21
sti19,16
sti2,143
sti20,50
sti21,33
sti22,186
sti23,50
sti24,35
sti25,30
sti26,37
sti27,40
sti28,9
sti29,51
sti3,23
sti30,29
sti31,36
sti32,26
sti33,188
sti34,187
sti35,33
sti36,38
sti37,21
sti38,150
sti39,38
sti4,44
sti40,37
sti41,29
sti42,156
sti43,27
sti44,51
sti45,22
sti46,33
sti47,37
sti48,19
sti49,27
sti5,176
sti50,175
sti51,56
sti52,196
sti53,50
sti54,32
sti55,36
sti56,40
sti57,174
sti58,33
sti59,41
sti6,41
sti60,48
sti61,47
sti62,147
sti63,41
sti64,38
sti65,38
sti66,190
sti67,51
sti68,30
sti69,37
sti7,28
sti70,23
sti71,18
sti72,35
sti73,51
sti74,21
sti75,43
sti76,36
sti77,28
sti78,39
sti79,169
sti8,55
sti80,165
sti81,64
sti82,38
sti83,23
sti84,31
sti85,31
sti86,37
sti87,30
sti88,50
sti89,37
sti9,10
sti90,36
sti91,40
sti92,153
sti93,28
sti94,31
sti95,33
sti96,27
sti97,45
sti98,20
sti99,28
