,Weight
sti1,42
sti10,19
sti100,22
sti101,16
sti102,61
sti103,20
sti104,12
sti105,32
sti106,34
sti107,4
sti108,42
sti109,22
sti11,30
sti110,35
sti111,11
sti112,29
sti113,9
sti114,66
sti115,22
sti116,22
sti117,16
sti118,31
sti119,27
sti12,37
sti120,12
sti121,26
sti122,41
sti123,43
sti124,13
sti125,21
sti126,35
sti127,63
sti128,17
sti129,12
sti13,34
sti130,18
sti131,44
sti132,41
sti133,26
sti134,20
sti135,13
sti136,40
sti137,28
sti138,17
sti139,21
sti14,32
sti140,40
sti141,19
sti142,29
sti143,7
sti144,19
sti145,22
sti146,48
sti147,43
sti148,36
sti149,18
sti15,33
sti150,23
sti151,54
sti152,25
sti153,21
sti154,10
sti155,14
sti156,41
sti157,24
sti158,35
sti159,44
sti16,27
sti160,5
sti161,41
sti162,31
sti163,26
sti164,29
sti165,24
sti166,43
sti167,20
sti168,7
sti169,37
sti17,25
sti170,22
sti171,14
sti172,10
sti173,18
sti174,17
sti175,8
sti176,18
sti177,16
sti178,22
sti179,8
sti18,19
sti180,31
sti181,22
sti182,47
sti183,44
sti184,24
sti185,18
sti186,32
sti187,35
sti188,17
sti189,27
sti19,12
sti190,25
sti191,33
sti192,35
sti193,39
sti194,46
sti195,30
sti196,11
sti197,9
sti198,27
sti199,27
sti2,30
sti20,19
sti200,22
sti201,14
sti202,33
sti203,12
sti204,31
sti205,31
sti206,50
sti207,32
sti208,42
sti209,17
sti21,12
sti210,24
sti211,30
sti212,34
sti213,20
sti214,24
sti215,31
sti216,32
sti217,43
sti218,22
sti219,17
sti22,16
sti220,24
sti221,17
sti222,32
sti223,26
sti224,19
sti225,21
sti226,17
sti227,19
sti228,20
sti229,24
sti23,23
sti230,18
sti231,48
sti232,28
sti233,62
sti234,21
sti235,27
sti236,19
sti237,27
sti238,19
sti239,28
sti24,31
sti240,15
sti241,23
sti242,28
sti243,34
sti244,20
sti245,23
sti246,25
sti247,22
sti248,35
sti249,24
sti25,6
sti250,22
sti251,16
sti252,27
sti253,12
sti254,16
sti255,20
sti256,16
sti257,23
sti258,6
sti259,19
sti26,36
sti260,36
sti261,24
sti262,23
sti263,11
sti264,16
sti265,32
sti266,6
sti267,18
sti268,35
sti269,27
sti27,30
sti270,20
sti271,18
sti272,31
sti273,11
sti274,14
sti275,5
sti276,17
sti277,11
sti278,10
sti279,6
sti28,27
sti280,34
sti281,19
sti282,25
sti283,18
sti284,15
sti285,34
sti286,15
sti287,22
sti288,24
sti289,27
sti29,15
sti290,32
sti291,19
sti292,17
sti293,22
sti294,32
sti295,12
sti296,27
sti297,13
sti298,25
sti299,21
sti3,44
sti30,7
sti300,10
sti301,6
sti302,17
sti303,19
sti304,42
sti305,11
sti306,12
sti307,13
sti308,14
sti309,15
sti31,25
sti310,14
sti311,37
sti312,13
sti313,34
sti314,17
sti315,18
sti316,29
sti317,14
sti318,14
sti319,25
sti32,24
sti320,18
sti321,50
sti322,22
sti323,40
sti324,16
sti325,27
sti326,35
sti327,20
sti328,47
sti329,44
sti33,28
sti330,13
sti331,6
sti332,40
sti333,31
sti334,18
sti335,23
sti336,7
sti337,43
sti338,19
sti339,16
sti34,25
sti340,5
sti341,27
sti342,13
sti343,10
sti344,30
sti345,7
sti346,17
sti347,16
sti348,21
sti349,29
sti35,34
sti350,23
sti36,24
sti37,17
sti38,30
sti39,23
sti4,65
sti40,24
sti41,19
sti42,9
sti43,18
sti44,29
sti45,29
sti46,19
sti47,7
sti48,30
sti49,60
sti5,21
sti50,40
sti51,11
sti52,35
sti53,19
sti54,21
sti55,33
sti56,16
sti57,19
sti58,12
sti59,18
sti6,18
sti60,25
sti61,43
sti62,19
sti63,34
sti64,29
sti65,21
sti66,24
sti67,16
sti68,23
sti69,22
sti7,21
sti70,15
sti71,11
sti72,24
sti73,45
sti74,35
sti75,6
sti76,27
sti77,44
sti78,40
sti79,21
sti8,29
sti80,43
sti81,46
sti82,44
sti83,19
sti84,15
sti85,32
sti86,35
sti87,38
sti88,21
sti89,21
sti9,44
sti90,40
sti91,10
sti92,33
sti93,41
sti94,29
sti95,15
sti96,55
sti97,13
sti98,29
sti99,46
