Period,Scenario,LoadLevel,MW
2030,sc01,01-01 00:00:00+01:00,39.91403616544744
2030,sc01,01-01 01:00:00+01:00,6.821210263296962e-13
2030,sc01,01-01 02:00:00+01:00,-1.4779288903810084e-12
2030,sc01,01-01 03:00:00+01:00,-1.7053025658242404e-12
2030,sc01,01-01 04:00:00+01:00,5.684341886080801e-13
2030,sc01,01-01 05:00:00+01:00,1.1368683772161603e-12
2030,sc01,01-01 06:00:00+01:00,-2.2737367544323206e-12
2030,sc01,01-01 07:00:00+01:00,2.2026824808563106e-13
2030,sc01,01-01 08:00:00+01:00,-4.547473508864641e-13
2030,sc01,01-01 09:00:00+01:00,6.359357485052897e-13
2030,sc01,01-01 10:00:00+01:00,4.142464149481384e-12
2030,sc01,01-01 11:00:00+01:00,-3.161915174132446e-13
2030,sc01,01-01 12:00:00+01:00,1.6342482922482304e-12
2030,sc01,01-01 13:00:00+01:00,1.1191048088221578e-12
2030,sc01,01-01 14:00:00+01:00,1.8758328224066645e-12
2030,sc01,01-01 15:00:00+01:00,2.8421709430404007e-12
2030,sc01,01-01 16:00:00+01:00,-3.410605131648481e-13
2030,sc01,01-01 17:00:00+01:00,1.1368683772161603e-12
2030,sc01,01-01 18:00:00+01:00,576.6678304619979
2030,sc01,01-01 19:00:00+01:00,942.6334225016167
2030,sc01,01-01 20:00:00+01:00,939.1748410065277
2030,sc01,01-01 21:00:00+01:00,823.2089889025895
2030,sc01,01-01 22:00:00+01:00,644.9918232814812
2030,sc01,01-01 23:00:00+01:00,277.1367351090347
2030,sc01,01-02 00:00:00+01:00,6.821210263296962e-13
2030,sc01,01-02 01:00:00+01:00,2.0463630789890885e-12
2030,sc01,01-02 02:00:00+01:00,-1.4210854715202004e-13
2030,sc01,01-02 03:00:00+01:00,5.684341886080801e-13
2030,sc01,01-02 04:00:00+01:00,-4.547473508864641e-13
2030,sc01,01-02 05:00:00+01:00,5.986322548778844e-13
2030,sc01,01-02 06:00:00+01:00,6.821210263296962e-13
2030,sc01,01-02 07:00:00+01:00,719.9348727225373
2030,sc01,01-02 08:00:00+01:00,1521.2626134002035
2030,sc01,01-02 09:00:00+01:00,561.5583697948244
2030,sc01,01-02 10:00:00+01:00,315.79446260026464
2030,sc01,01-02 11:00:00+01:00,353.6949849709956
