,Weight
sti1,249
sti10,3
sti11,10
sti12,1
sti13,329
sti14,5
sti15,349
sti16,2
sti17,11
sti18,9
sti19,545
sti2,15
sti20,2
sti21,271
sti22,9
sti23,1
sti24,2
sti25,256
sti26,1
sti27,12
sti28,2
sti29,4
sti3,361
sti30,1
sti31,320
sti32,10
sti33,7
sti34,384
sti35,362
sti36,7
sti37,5
sti38,274
sti39,11
sti4,14
sti40,439
sti41,372
sti42,344
sti43,5
sti44,1
sti45,1
sti46,3
sti47,1
sti48,2
sti49,9
sti5,323
sti50,1
sti51,14
sti52,1
sti53,3
sti54,511
sti55,351
sti56,1
sti57,325
sti58,4
sti59,3
sti6,3
sti60,1
sti61,216
sti62,3
sti63,3
sti64,354
sti65,9
sti66,3
sti67,4
sti68,543
sti69,166
sti7,2
sti70,479
sti8,1
sti9,391
