,Weight
sti1,91
sti10,1
sti100,1
sti101,4
sti102,77
sti103,142
sti104,111
sti105,2
sti106,2
sti107,53
sti108,1
sti109,2
sti11,1
sti110,107
sti111,1
sti112,231
sti113,136
sti114,3
sti115,4
sti116,1
sti117,1
sti118,1
sti119,1
sti12,63
sti120,1
sti121,1
sti122,1
sti123,89
sti124,46
sti125,62
sti126,1
sti127,1
sti128,2
sti129,2
sti13,1
sti130,1
sti131,1
sti132,1
sti133,1
sti134,71
sti135,1
sti136,1
sti137,1
sti138,20
sti139,1
sti14,2
sti140,1
sti141,25
sti142,2
sti143,1
sti144,60
sti145,30
sti146,158
sti147,49
sti148,1
sti149,121
sti15,1
sti150,57
sti151,2
sti152,3
sti153,2
sti154,1
sti155,61
sti156,25
sti157,2
sti158,1
sti159,85
sti16,1
sti160,90
sti161,121
sti162,2
sti163,39
sti164,40
sti165,1
sti166,169
sti167,1
sti168,98
sti169,37
sti17,1
sti170,1
sti171,96
sti172,14
sti173,49
sti174,1
sti175,2
sti176,92
sti177,2
sti178,59
sti179,67
sti18,1
sti180,1
sti181,1
sti182,1
sti183,87
sti184,84
sti185,1
sti186,4
sti187,146
sti188,66
sti189,116
sti19,129
sti190,1
sti191,74
sti192,1
sti193,1
sti194,72
sti195,53
sti196,1
sti197,5
sti198,2
sti199,47
sti2,2
sti20,2
sti200,1
sti201,1
sti202,2
sti203,105
sti204,1
sti205,1
sti206,4
sti207,65
sti208,30
sti209,27
sti21,2
sti210,104
sti211,32
sti212,88
sti213,84
sti214,29
sti215,55
sti216,1
sti217,55
sti218,2
sti219,95
sti22,68
sti220,1
sti221,47
sti222,4
sti223,90
sti224,134
sti225,41
sti226,2
sti227,3
sti228,1
sti229,51
sti23,1
sti230,47
sti231,1
sti232,1
sti233,1
sti234,1
sti235,5
sti236,1
sti237,103
sti238,62
sti239,1
sti24,92
sti240,86
sti241,1
sti242,68
sti243,68
sti244,2
sti245,1
sti246,38
sti247,1
sti248,2
sti249,134
sti25,134
sti250,2
sti26,2
sti27,2
sti28,1
sti29,3
sti3,73
sti30,1
sti31,1
sti32,1
sti33,80
sti34,1
sti35,199
sti36,1
sti37,1
sti38,1
sti39,1
sti4,1
sti40,164
sti41,4
sti42,1
sti43,1
sti44,34
sti45,79
sti46,1
sti47,5
sti48,60
sti49,115
sti5,3
sti50,150
sti51,1
sti52,2
sti53,3
sti54,2
sti55,69
sti56,1
sti57,1
sti58,44
sti59,1
sti6,183
sti60,138
sti61,37
sti62,1
sti63,110
sti64,1
sti65,58
sti66,3
sti67,205
sti68,2
sti69,4
sti7,1
sti70,1
sti71,71
sti72,1
sti73,1
sti74,1
sti75,1
sti76,2
sti77,4
sti78,1
sti79,2
sti8,2
sti80,89
sti81,4
sti82,106
sti83,1
sti84,144
sti85,71
sti86,1
sti87,73
sti88,1
sti89,1
sti9,74
sti90,99
sti91,1
sti92,1
sti93,1
sti94,1
sti95,1
sti96,1
sti97,30
sti98,1
sti99,102
