,Weight
sti1,42
sti10,3
sti100,52
sti101,91
sti102,1
sti103,1
sti104,1
sti105,2
sti106,57
sti107,78
sti108,1
sti109,2
sti11,4
sti110,22
sti111,1
sti112,2
sti113,78
sti114,2
sti115,75
sti116,3
sti117,107
sti118,31
sti119,1
sti12,1
sti120,91
sti121,1
sti122,1
sti123,1
sti124,2
sti125,3
sti126,169
sti127,136
sti128,161
sti129,2
sti13,105
sti130,1
sti131,93
sti132,53
sti133,80
sti134,2
sti135,3
sti136,26
sti137,4
sti138,76
sti139,1
sti14,4
sti140,1
sti141,1
sti142,1
sti143,2
sti144,1
sti145,2
sti146,1
sti147,1
sti148,1
sti149,89
sti15,1
sti150,2
sti151,2
sti152,2
sti153,1
sti154,33
sti155,1
sti156,86
sti157,1
sti158,1
sti159,1
sti16,1
sti160,37
sti161,25
sti162,1
sti163,4
sti164,1
sti165,1
sti166,87
sti167,1
sti168,1
sti169,1
sti17,174
sti170,106
sti171,78
sti172,55
sti173,34
sti174,34
sti175,76
sti176,69
sti177,2
sti178,28
sti179,93
sti18,1
sti180,111
sti181,35
sti182,2
sti183,17
sti184,63
sti185,48
sti186,22
sti187,1
sti188,2
sti189,2
sti19,1
sti190,54
sti191,1
sti192,1
sti193,74
sti194,11
sti195,2
sti196,1
sti197,136
sti198,3
sti199,1
sti2,1
sti20,75
sti200,1
sti201,70
sti202,63
sti203,77
sti204,1
sti205,66
sti206,1
sti207,114
sti208,91
sti209,78
sti21,1
sti210,2
sti211,33
sti212,1
sti213,174
sti214,22
sti215,98
sti216,2
sti217,4
sti218,88
sti219,61
sti22,1
sti220,1
sti221,80
sti222,50
sti223,2
sti224,52
sti225,56
sti226,48
sti227,33
sti228,1
sti229,119
sti23,43
sti230,39
sti231,1
sti232,1
sti233,41
sti234,65
sti235,93
sti236,1
sti237,90
sti238,91
sti239,83
sti24,169
sti240,1
sti241,60
sti242,2
sti243,1
sti244,22
sti245,52
sti246,56
sti247,147
sti248,1
sti249,59
sti25,2
sti250,3
sti26,1
sti27,1
sti28,1
sti29,1
sti3,120
sti30,1
sti31,66
sti32,1
sti33,96
sti34,90
sti35,1
sti36,38
sti37,1
sti38,1
sti39,51
sti4,4
sti40,3
sti41,5
sti42,5
sti43,1
sti44,1
sti45,1
sti46,2
sti47,66
sti48,3
sti49,119
sti5,183
sti50,1
sti51,34
sti52,178
sti53,1
sti54,1
sti55,1
sti56,1
sti57,169
sti58,1
sti59,1
sti6,3
sti60,2
sti61,1
sti62,2
sti63,109
sti64,58
sti65,1
sti66,1
sti67,1
sti68,1
sti69,4
sti7,2
sti70,50
sti71,102
sti72,2
sti73,80
sti74,1
sti75,1
sti76,1
sti77,117
sti78,106
sti79,1
sti8,1
sti80,4
sti81,47
sti82,2
sti83,2
sti84,2
sti85,1
sti86,5
sti87,1
sti88,1
sti89,1
sti9,111
sti90,38
sti91,1
sti92,1
sti93,1
sti94,180
sti95,71
sti96,1
sti97,167
sti98,1
sti99,108
