,Weight
sti1,15
sti10,31
sti100,43
sti101,44
sti102,25
sti103,28
sti104,30
sti105,74
sti106,71
sti107,21
sti108,46
sti109,35
sti11,30
sti110,32
sti111,22
sti112,56
sti113,64
sti114,20
sti115,32
sti116,49
sti117,40
sti118,29
sti119,19
sti12,35
sti120,23
sti121,43
sti122,22
sti123,15
sti124,20
sti125,29
sti126,35
sti127,22
sti128,18
sti129,47
sti13,69
sti130,38
sti131,54
sti132,9
sti133,21
sti134,25
sti135,10
sti136,20
sti137,24
sti138,40
sti139,18
sti14,40
sti140,14
sti141,27
sti142,25
sti143,37
sti144,32
sti145,31
sti146,22
sti147,49
sti148,46
sti149,24
sti15,15
sti150,22
sti151,32
sti152,47
sti153,22
sti154,40
sti155,42
sti156,59
sti157,40
sti158,15
sti159,29
sti16,36
sti160,36
sti161,26
sti162,41
sti163,23
sti164,26
sti165,32
sti166,38
sti167,24
sti168,47
sti169,36
sti17,26
sti170,20
sti171,18
sti172,46
sti173,18
sti174,27
sti175,13
sti176,32
sti177,43
sti178,39
sti179,50
sti18,39
sti180,13
sti181,12
sti182,14
sti183,20
sti184,29
sti185,41
sti186,14
sti187,24
sti188,21
sti189,23
sti19,35
sti190,10
sti191,21
sti192,22
sti193,13
sti194,43
sti195,40
sti196,35
sti197,13
sti198,38
sti199,35
sti2,16
sti20,14
sti200,27
sti201,26
sti202,20
sti203,29
sti204,34
sti205,13
sti206,20
sti207,43
sti208,16
sti209,28
sti21,12
sti210,24
sti211,38
sti212,42
sti213,9
sti214,24
sti215,36
sti216,34
sti217,25
sti218,25
sti219,28
sti22,34
sti220,33
sti221,28
sti222,32
sti223,31
sti224,37
sti225,36
sti226,31
sti227,16
sti228,28
sti229,28
sti23,42
sti230,20
sti231,31
sti232,26
sti233,22
sti234,19
sti235,12
sti236,38
sti237,38
sti238,58
sti239,22
sti24,64
sti240,15
sti241,41
sti242,13
sti243,26
sti25,44
sti26,21
sti27,14
sti28,46
sti29,30
sti3,66
sti30,33
sti31,18
sti32,20
sti33,32
sti34,26
sti35,21
sti36,44
sti37,62
sti38,14
sti39,43
sti4,12
sti40,24
sti41,38
sti42,37
sti43,24
sti44,38
sti45,40
sti46,23
sti47,46
sti48,15
sti49,32
sti5,42
sti50,51
sti51,22
sti52,38
sti53,47
sti54,37
sti55,17
sti56,48
sti57,48
sti58,30
sti59,28
sti6,58
sti60,45
sti61,30
sti62,35
sti63,26
sti64,42
sti65,39
sti66,24
sti67,41
sti68,43
sti69,30
sti7,50
sti70,39
sti71,51
sti72,44
sti73,36
sti74,70
sti75,52
sti76,31
sti77,44
sti78,21
sti79,41
sti8,41
sti80,27
sti81,48
sti82,15
sti83,27
sti84,32
sti85,36
sti86,23
sti87,22
sti88,68
sti89,22
sti9,55
sti90,63
sti91,22
sti92,43
sti93,31
sti94,9
sti95,72
sti96,45
sti97,69
sti98,19
sti99,51
stn1,41
stn10,37
stn11,17
stn12,19
stn13,23
stn14,57
stn15,19
stn16,45
stn17,9
stn18,33
stn19,29
stn2,45
stn20,35
stn21,33
stn22,16
stn23,20
stn24,41
stn3,21
stn4,18
stn5,57
stn6,62
stn7,35
stn8,50
stn9,8
stp1,39
stp2,25
stp3,37
stp4,3
