,Weight
sti1,1508
sti10,82
sti11,13
sti12,326
sti13,3
sti14,9
sti15,100
sti16,134
sti17,3
sti18,97
sti19,2
sti2,268
sti20,369
sti21,58
sti22,55
sti23,7
sti24,207
sti25,8
sti26,4
sti27,70
sti28,97
sti29,21
sti3,27
sti30,3
sti31,62
sti32,23
sti33,1
sti34,3
sti35,71
sti36,1168
sti37,2
sti38,174
sti39,33
sti4,150
sti40,248
sti41,70
sti42,91
sti43,33
sti44,62
sti45,6
sti46,29
sti47,246
sti48,34
sti49,56
sti5,16
sti50,18
sti51,39
sti52,14
sti53,58
sti54,19
sti55,22
sti56,57
sti57,4
sti58,211
sti59,11
sti6,10
sti60,323
sti61,9
sti62,198
sti63,25
sti64,85
sti65,16
sti66,47
sti67,2
sti68,40
sti69,37
sti7,1328
sti70,70
sti8,1
sti9,43
