,Weight
sti1,19
sti10,33
sti100,22
sti101,22
sti102,21
sti103,30
sti104,16
sti105,11
sti106,15
sti107,32
sti108,22
sti109,22
sti11,27
sti110,46
sti111,26
sti112,20
sti113,19
sti114,25
sti115,27
sti116,35
sti117,14
sti118,21
sti119,9
sti12,20
sti120,11
sti121,33
sti122,12
sti123,43
sti124,28
sti125,37
sti126,22
sti127,10
sti128,8
sti129,8
sti13,20
sti130,19
sti131,25
sti132,17
sti133,62
sti134,26
sti135,33
sti136,20
sti137,6
sti138,16
sti139,30
sti14,22
sti140,22
sti141,16
sti142,11
sti143,34
sti144,9
sti145,20
sti146,27
sti147,16
sti148,24
sti149,29
sti15,43
sti150,22
sti151,27
sti152,33
sti153,16
sti154,16
sti155,22
sti156,17
sti157,12
sti158,13
sti159,29
sti16,33
sti160,13
sti161,7
sti162,15
sti163,19
sti164,5
sti165,22
sti166,29
sti167,16
sti168,26
sti169,13
sti17,11
sti170,19
sti171,15
sti172,13
sti173,23
sti174,57
sti175,21
sti176,24
sti177,33
sti178,14
sti179,28
sti18,17
sti180,23
sti181,18
sti182,24
sti183,34
sti184,16
sti185,25
sti186,20
sti187,17
sti188,10
sti189,13
sti19,46
sti190,21
sti191,12
sti192,5
sti193,21
sti194,27
sti195,11
sti196,28
sti197,17
sti198,22
sti199,39
sti2,10
sti20,11
sti200,19
sti201,16
sti202,37
sti203,11
sti204,26
sti205,22
sti206,10
sti207,8
sti208,33
sti209,19
sti21,15
sti210,7
sti211,34
sti212,15
sti213,15
sti214,16
sti215,23
sti216,13
sti217,26
sti218,15
sti219,25
sti22,29
sti220,20
sti221,12
sti222,20
sti223,5
sti224,7
sti225,27
sti226,23
sti227,28
sti228,38
sti229,11
sti23,19
sti230,12
sti231,29
sti232,16
sti233,25
sti234,13
sti235,15
sti236,22
sti237,28
sti238,14
sti239,20
sti24,22
sti240,14
sti241,18
sti242,18
sti243,21
sti244,12
sti245,12
sti246,9
sti247,18
sti248,50
sti249,11
sti25,25
sti250,19
sti251,17
sti252,20
sti253,54
sti254,13
sti255,17
sti256,19
sti257,22
sti258,21
sti259,16
sti26,42
sti260,22
sti261,5
sti262,25
sti263,16
sti264,20
sti265,19
sti266,22
sti267,24
sti268,16
sti269,18
sti27,38
sti270,18
sti271,23
sti272,16
sti273,9
sti274,16
sti275,14
sti276,36
sti277,20
sti278,17
sti279,24
sti28,21
sti280,22
sti281,14
sti282,12
sti283,15
sti284,29
sti285,21
sti286,28
sti287,17
sti288,18
sti289,10
sti29,24
sti290,27
sti291,13
sti292,22
sti293,25
sti294,19
sti295,32
sti296,10
sti297,10
sti298,26
sti299,24
sti3,26
sti30,22
sti300,19
sti301,34
sti302,24
sti303,14
sti304,15
sti305,9
sti306,15
sti307,15
sti308,11
sti309,27
sti31,22
sti310,12
sti311,16
sti312,19
sti313,8
sti314,15
sti315,21
sti316,20
sti317,20
sti318,18
sti319,9
sti32,19
sti320,25
sti321,31
sti322,7
sti323,30
sti324,32
sti325,18
sti326,35
sti327,23
sti328,7
sti329,6
sti33,35
sti330,6
sti331,21
sti332,8
sti333,7
sti334,10
sti335,10
sti336,8
sti337,25
sti338,17
sti339,14
sti34,24
sti340,6
sti341,11
sti342,12
sti343,6
sti344,18
sti345,12
sti346,6
sti347,10
sti348,12
sti349,22
sti35,12
sti350,22
sti351,22
sti352,13
sti353,38
sti354,29
sti355,15
sti356,26
sti357,11
sti358,24
sti359,9
sti36,22
sti360,17
sti361,6
sti362,17
sti363,14
sti364,28
sti365,8
sti366,12
sti367,17
sti368,17
sti369,11
sti37,14
sti370,24
sti371,6
sti372,26
sti373,12
sti374,28
sti375,25
sti376,36
sti377,8
sti378,19
sti379,11
sti38,4
sti380,18
sti381,16
sti382,24
sti383,14
sti384,4
sti385,25
sti386,22
sti387,12
sti39,27
sti4,28
sti40,29
sti41,18
sti42,23
sti43,26
sti44,26
sti45,13
sti46,29
sti47,25
sti48,29
sti49,12
sti5,31
sti50,35
sti51,14
sti52,23
sti53,28
sti54,16
sti55,33
sti56,26
sti57,22
sti58,12
sti59,14
sti6,15
sti60,35
sti61,42
sti62,10
sti63,38
sti64,13
sti65,7
sti66,41
sti67,24
sti68,12
sti69,19
sti7,24
sti70,21
sti71,18
sti72,23
sti73,11
sti74,26
sti75,19
sti76,52
sti77,15
sti78,29
sti79,19
sti8,23
sti80,29
sti81,18
sti82,7
sti83,20
sti84,20
sti85,9
sti86,18
sti87,58
sti88,20
sti89,15
sti9,18
sti90,50
sti91,25
sti92,8
sti93,31
sti94,16
sti95,13
sti96,26
sti97,14
sti98,19
sti99,23
stn1,16
stn10,16
stn11,8
stn12,10
stn13,32
stn14,27
stn15,6
stn16,20
stn17,29
stn18,25
stn19,29
stn2,10
stn20,29
stn21,15
stn22,24
stn23,15
stn24,29
stn25,15
stn26,10
stn27,18
stn28,29
stn29,21
stn3,44
stn30,16
stn31,29
stn32,17
stn33,24
stn34,4
stn35,33
stn36,6
stn37,5
stn38,17
stn4,21
stn5,20
stn6,18
stn7,21
stn8,47
stn9,15
stp1,46
stp2,26
stp3,12
stp4,2
stp5,9
stp6,9
