,Weight
sti1,472
sti10,3
sti100,72
sti101,70
sti102,14
sti103,2
sti104,2
sti105,51
sti106,6
sti107,16
sti108,35
sti109,3
sti11,1
sti110,7
sti111,1
sti112,6
sti113,22
sti114,31
sti115,13
sti116,55
sti117,4
sti118,20
sti119,2
sti12,1
sti120,10
sti121,1
sti122,20
sti123,14
sti124,4
sti125,38
sti126,22
sti127,3
sti128,1
sti129,2
sti13,28
sti130,355
sti131,19
sti132,4
sti133,3
sti134,19
sti135,2
sti136,22
sti137,6
sti138,1
sti139,4
sti14,1
sti140,1
sti141,5
sti142,16
sti143,14
sti144,3
sti145,54
sti146,5
sti147,9
sti148,5
sti149,2
sti15,4
sti150,1
sti151,5
sti152,3
sti153,10
sti154,11
sti155,4
sti156,12
sti157,6
sti158,5
sti159,1
sti16,6
sti160,65
sti161,4
sti162,3
sti163,4
sti164,10
sti165,2
sti166,10
sti167,1
sti168,8
sti169,3
sti17,2
sti170,1
sti171,9
sti172,5
sti173,7
sti174,34
sti175,21
sti176,2
sti177,45
sti178,22
sti179,2
sti18,1
sti180,2
sti181,6
sti182,16
sti183,366
sti184,63
sti185,5
sti186,13
sti187,5
sti188,22
sti189,3
sti19,19
sti190,40
sti191,1
sti192,22
sti193,2
sti194,7
sti195,13
sti196,1
sti197,7
sti198,388
sti199,6
sti2,85
sti20,16
sti200,1
sti201,3
sti202,4
sti203,1
sti204,5
sti205,12
sti206,17
sti207,1
sti208,1
sti209,5
sti21,18
sti210,7
sti211,4
sti212,1
sti213,2
sti214,2
sti215,29
sti216,1
sti217,70
sti218,16
sti219,7
sti22,1
sti220,10
sti221,16
sti222,2
sti223,17
sti224,9
sti225,6
sti226,7
sti227,1
sti228,1
sti229,1
sti23,23
sti230,5
sti231,1
sti232,45
sti233,22
sti234,7
sti235,28
sti236,44
sti237,1
sti238,1
sti239,3
sti24,6
sti240,3
sti241,1
sti242,1
sti243,5
sti244,8
sti245,12
sti246,47
sti247,65
sti248,4
sti249,16
sti25,1
sti250,25
sti251,66
sti252,1
sti253,15
sti254,1
sti255,2
sti256,3
sti257,1
sti258,22
sti259,3
sti26,1
sti260,7
sti261,69
sti262,1
sti263,17
sti264,2
sti265,1
sti266,1
sti267,1
sti268,93
sti269,6
sti27,4
sti270,1
sti271,1
sti272,9
sti273,33
sti274,2
sti275,2
sti276,11
sti277,1
sti278,95
sti279,13
sti28,40
sti280,1
sti281,8
sti282,7
sti283,14
sti284,11
sti285,1
sti286,1
sti287,4
sti288,5
sti289,28
sti29,30
sti290,7
sti291,10
sti292,27
sti293,32
sti294,3
sti295,7
sti296,2
sti297,3
sti298,5
sti299,3
sti3,13
sti30,18
sti300,14
sti301,3
sti302,7
sti303,32
sti304,3
sti305,1
sti306,2
sti307,2
sti308,40
sti309,1
sti31,1
sti310,1
sti311,1
sti312,4
sti313,1
sti314,2
sti315,226
sti316,2
sti317,19
sti318,18
sti319,368
sti32,6
sti320,6
sti321,17
sti322,1
sti323,4
sti324,3
sti325,3
sti326,1
sti327,6
sti328,66
sti329,17
sti33,450
sti330,11
sti331,1
sti332,4
sti333,3
sti334,11
sti335,1
sti336,20
sti337,1
sti338,1
sti339,17
sti34,2
sti340,1
sti341,4
sti342,3
sti343,9
sti344,2
sti345,72
sti346,26
sti347,2
sti348,11
sti349,2
sti35,1
sti350,4
sti351,2
sti352,5
sti353,7
sti354,12
sti355,13
sti356,2
sti357,3
sti358,17
sti359,23
sti36,1
sti360,14
sti361,2
sti362,85
sti363,18
sti364,15
sti365,391
sti366,6
sti367,3
sti368,16
sti369,3
sti37,21
sti370,7
sti371,17
sti372,8
sti373,5
sti374,2
sti375,1
sti376,13
sti377,4
sti378,1
sti379,2
sti38,1
sti380,15
sti381,2
sti382,1
sti383,10
sti384,25
sti385,6
sti386,4
sti387,1
sti388,1
sti389,42
sti39,3
sti390,19
sti391,2
sti392,5
sti393,1
sti394,15
sti395,1
sti396,1
sti397,16
sti398,2
sti399,5
sti4,1
sti40,23
sti400,2
sti41,4
sti42,6
sti43,12
sti44,50
sti45,11
sti46,4
sti47,4
sti48,18
sti49,7
sti5,1
sti50,3
sti51,9
sti52,62
sti53,91
sti54,20
sti55,30
sti56,297
sti57,89
sti58,406
sti59,12
sti6,95
sti60,21
sti61,5
sti62,1
sti63,70
sti64,2
sti65,1
sti66,17
sti67,1
sti68,14
sti69,9
sti7,21
sti70,3
sti71,3
sti72,1
sti73,12
sti74,1
sti75,3
sti76,87
sti77,22
sti78,7
sti79,2
sti8,10
sti80,1
sti81,10
sti82,20
sti83,15
sti84,4
sti85,2
sti86,3
sti87,72
sti88,17
sti89,7
sti9,23
sti90,3
sti91,13
sti92,4
sti93,5
sti94,2
sti95,24
sti96,1
sti97,3
sti98,6
sti99,41
