,Weight
sti1,942
sti10,12
sti11,3
sti12,793
sti13,4
sti14,3
sti15,3
sti16,12
sti17,379
sti18,1
sti19,10
sti2,1
sti20,6
sti21,2
sti22,20
sti23,8
sti24,5
sti25,12
sti26,1030
sti27,2
sti28,1
sti29,6
sti3,498
sti30,2
sti31,7
sti32,1015
sti33,13
sti34,1
sti35,1
sti36,862
sti37,1
sti38,1
sti39,2
sti4,3
sti40,8
sti41,6
sti42,6
sti43,852
sti44,953
sti45,9
sti46,580
sti47,2
sti48,3
sti49,9
sti5,5
sti50,2
sti51,1
sti52,6
sti53,9
sti54,3
sti55,20
sti56,4
sti57,5
sti58,3
sti59,579
sti6,3
sti60,1
sti7,2
sti8,3
sti9,1
